CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
CDKE,RPI:Weights (parts per 1000) Two-person pensioner - Leisure goods,,Parts per 1000,15-11-2023,20 December 2023,
CDKF,RPI:Weights (parts per 1000) Two-person pensioner - Leisure services,,Parts per 1000,15-11-2023,20 December 2023,
CDKN,RPI: Percentage change over 12 months - Foreign holidays,,%,15-11-2023,20 December 2023,
CDKO,Retail Prices Index: Long run series: 1947 to 2023: Jan 1974=100,,"Index, base year = 100",15-11-2023,20 December 2023,
CDKP,RPI: Percentage change over 1 month - Food,,%,15-11-2023,20 December 2023,
CDKQ,RPI All Items Excl Mortgage Interest (RPIX): Percentage change over 12 months,,%,15-11-2023,20 December 2023,
CDQG,Internal purchasing power of the pound (based on RPI): 1998=100,,Pence,15-11-2023,20 December 2023,
CDSI,Retail Prices Index: Long run series: annual percentage change,,%,15-11-2023,20 December 2023,
CDSK,RPI:Seasonally adjusted all items exc. MIPs and indirect taxes (SARPIY): Indices,,,15-11-2023,20 December 2023,
CDSL,RPI: SA all items exc. MIPs and indirect taxes (SARPIY): % change over 12 months,,%,15-11-2023,20 December 2023,
CDSO,RPI: SA all items exc. MIPs and indirect taxes (SARPIY): % change over 1 month,,%,15-11-2023,20 December 2023,
CHAW,RPI All Items Index: Jan 1987=100,,"Index, base year = 100",15-11-2023,20 December 2023,
CHAX,RPI: All items exc. seasonal food (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHAY,RPI: All items exc. food (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHAZ,RPI: All items exc. housing (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBA,RPI: Total food (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBB,RPI: Non-seasonal food (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBC,RPI: Catering (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBD,RPI: Alcoholic drink (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBE,RPI: Cigarettes & tobacco (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBF,RPI: Housing (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBG,RPI: Fuel & light (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBH,RPI: Household goods (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBI,RPI: Household services (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBJ,RPI: Clothing & footwear (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBK,RPI: Motoring expenditure (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBL,RPI: Leisure goods (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBM,RPI: Leisure services (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBP,RPI: Seasonal food (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBQ,RPI: Personal goods & services (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBR,RPI: Fares & other travel costs (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBS,RPI: Food & catering (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBT,RPI: Alcohol & tobacco (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBU,RPI: Housing & household expenditure (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBV,RPI: Personal expenditure (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBW,RPI: Travel & leisure (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHBY,RPI: Consumer durables (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHMK,RPI All Items Index Excl Mortgage Interest (RPIX): Jan 1987=100,,"Index, base year = 100",15-11-2023,20 December 2023,
CHMQ,RPI: Leisure services: foreign holidays (Jan 1993=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHMS,RPI: Leisure services: UK Holidays (Jan 1994=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHOF,RPI: All Goods (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHOG,RPI: All Services (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHOH,RPI: Utilities (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHOI,RPI: Shop Services (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHOJ,RPI: Non-Shop Services (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHOK,RPI: Other Goods (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHOL,RPI : Petrol and Oil (including fuel oil) (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHON,RPI: all items exc. morgage interest payments and depreciation (Jan 1987=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHOO,RPI: housing: depreciation(Jan 1995=100),,"Index, base year = 100",15-11-2023,20 December 2023,
CHZQ,CPI WEIGHTS 00 : HICP (Overall index),,Parts per 1000,15-11-2023,20 December 2023,
CHZR,CPI WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,,Parts per 1000,15-11-2023,20 December 2023,
CHZS,"CPI WEIGHTS 02 : ALCOHOLIC DRINKS, TOBACCO AND NARCOTICS",,Parts per 1000,15-11-2023,20 December 2023,
CHZT,CPI WEIGHTS 03 : CLOTHING AND FOOTWEAR,,Parts per 1000,15-11-2023,20 December 2023,
CHZU,"CPI WEIGHTS 04 : HOUSING, WATER AND FUELS",,Parts per 1000,15-11-2023,20 December 2023,
CHZV,"CPI WEIGHTS 05 : FURN, HH EQUIPMENT AND REPAIR OF THE HOUSE",,Parts per 1000,15-11-2023,20 December 2023,
CHZW,CPI WEIGHTS 06 : HEALTH,,Parts per 1000,15-11-2023,20 December 2023,
CHZX,CPI WEIGHTS 07 : TRANSPORT,,Parts per 1000,15-11-2023,20 December 2023,
CHZY,CPI WEIGHTS 08 : COMMUNICATION,,Parts per 1000,15-11-2023,20 December 2023,
CHZZ,CPI WEIGHTS 09 : RECREATION & CULTURE,,Parts per 1000,15-11-2023,20 December 2023,
CJUU,CPI WEIGHTS 10 : EDUCATION,,Parts per 1000,15-11-2023,20 December 2023,
CJUV,"CPI WEIGHTS 11 : HOTELS, CAFES AND RESTAURANTS",,Parts per 1000,15-11-2023,20 December 2023,
CJUW,CPI WEIGHTS 12 : MISCELLANEOUS GOODS AND SERVICES,,Parts per 1000,15-11-2023,20 December 2023,
CJUX,CPI WEIGHTS 01.1 : FOOD,,Parts per 1000,15-11-2023,20 December 2023,
CJUY,CPI WEIGHTS 01.2 : NON-ALCOHOLIC BEVERAGES,,Parts per 1000,15-11-2023,20 December 2023,
CJUZ,CPI WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,,Parts per 1000,15-11-2023,20 December 2023,
CJVA,CPI WEIGHTS 03.1 : CLOTHING,,Parts per 1000,15-11-2023,20 December 2023,
CJVB,CPI WEIGHTS 03.2 : FOOTWEAR INCLUDING REPAIRS,,Parts per 1000,15-11-2023,20 December 2023,
CJVC,CPI WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,,Parts per 1000,15-11-2023,20 December 2023,
CJVD,CPI WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,,Parts per 1000,15-11-2023,20 December 2023,
CJVE,CPI WEIGHTS 04.4 : Water supply and misc. services for the dwelling,,Parts per 1000,15-11-2023,20 December 2023,
CJVF,"CPI WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",,Parts per 1000,15-11-2023,20 December 2023,
CJVG,"CPI WEIGHTS 05.1 : Furniture, furnishings and carpets",,Parts per 1000,15-11-2023,20 December 2023,
CJVH,CPI WEIGHTS 05.2 : HOUSEHOLD TEXTILES,,Parts per 1000,15-11-2023,20 December 2023,
CJVI,CPI WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES INCLUDING FITTINGS AND REPAIRS,,Parts per 1000,15-11-2023,20 December 2023,
CJVJ,"CPI WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",,Parts per 1000,15-11-2023,20 December 2023,
CJVK,CPI WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,,Parts per 1000,15-11-2023,20 December 2023,
CJVL,CPI WEIGHTS 05.6 : GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,,Parts per 1000,15-11-2023,20 December 2023,
CJVM,CPI WEIGHTS 07.1 : PURCHASE OF VEHICLES,,Parts per 1000,15-11-2023,20 December 2023,
CJVN,CPI WEIGHTS 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT,,Parts per 1000,15-11-2023,20 December 2023,
CJVO,CPI WEIGHTS 07.3 : TRANSPORT SERVICES,,Parts per 1000,15-11-2023,20 December 2023,
CJVP,CPI WEIGHTS 08.1 : POSTAL SERVICES,,Parts per 1000,15-11-2023,20 December 2023,
CJVQ,CPI WEIGHTS 09.1 : Audio-visual equipment and related products,,Parts per 1000,15-11-2023,20 December 2023,
CJVR,CPI WEIGHTS 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,,Parts per 1000,15-11-2023,20 December 2023,
CJVS,CPI WEIGHTS 09.3 : OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,Parts per 1000,15-11-2023,20 December 2023,
CJVT,CPI WEIGHTS 09.4 : RECREATIONAL AND CULTURAL SERVICES,,Parts per 1000,15-11-2023,20 December 2023,
CJVU,CPI WEIGHTS 11.1 : CATERING,,Parts per 1000,15-11-2023,20 December 2023,
CJVV,CPI WEIGHTS 11.2 : Accommodation services,,Parts per 1000,15-11-2023,20 December 2023,
CJVW,CPI WEIGHTS 12.1 : PERSONAL CARE,,Parts per 1000,15-11-2023,20 December 2023,
CJVX,CPI WEIGHTS 12.3 : PERSONAL EFFECTS N.E.C.,,Parts per 1000,15-11-2023,20 December 2023,
CJVY,CPI WEIGHTS 12.4 : SOCIAL PROTECTION,,Parts per 1000,15-11-2023,20 December 2023,
CJVZ,CPI WEIGHTS 12.5 : INSURANCE,,Parts per 1000,15-11-2023,20 December 2023,
CJWA,CPI WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,,Parts per 1000,15-11-2023,20 December 2023,
CJWB,CPI WEIGHTS 01.1.1 : BREAD & CEREALS,,Parts per 1000,15-11-2023,20 December 2023,
CJWC,CPI WEIGHTS 01.1.2 : MEAT,,Parts per 1000,15-11-2023,20 December 2023,
CJWD,CPI WEIGHTS 01.1.3 : FISH,,Parts per 1000,15-11-2023,20 December 2023,
CJWE,"CPI WEIGHTS 01.1.4 : MILK, CHEESE & EGGS",,Parts per 1000,15-11-2023,20 December 2023,
CJWF,CPI WEIGHTS 01.1.5 : OILS & FATS,,Parts per 1000,15-11-2023,20 December 2023,
CJWG,CPI WEIGHTS 01.1.6 : FRUIT,,Parts per 1000,15-11-2023,20 December 2023,
CJWH,CPI WEIGHTS 01.1.7 : Vegetables including potatoes and tubers,,Parts per 1000,15-11-2023,20 December 2023,
CJWI,"CPI WEIGHTS 01.1.8 : SUGAR, JAM, HONEY, SYRUPS, CHOCOLATE AND CONFECTIONERY",,Parts per 1000,15-11-2023,20 December 2023,
CJWJ,CPI WEIGHTS 01.1.9 : Food products (nec),,Parts per 1000,15-11-2023,20 December 2023,
CJWK,"CPI WEIGHTS 01.2.1 : COFFEE, TEA, COCOA",,Parts per 1000,15-11-2023,20 December 2023,
CJWL,"CPI WEIGHTS 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES",,Parts per 1000,15-11-2023,20 December 2023,
CJWM,CPI WEIGHTS 02.1.1 : SPIRITS,,Parts per 1000,15-11-2023,20 December 2023,
CJWN,CPI WEIGHTS 02.1.2 : WINE,,Parts per 1000,15-11-2023,20 December 2023,
CJWO,CPI WEIGHTS 02.1.3 : BEER,,Parts per 1000,15-11-2023,20 December 2023,
CJWP,CPI WEIGHTS 02.2 : TOBACCO,,Parts per 1000,15-11-2023,20 December 2023,
CJWR,CPI WEIGHTS 03.1.2 : GARMENTS,,Parts per 1000,15-11-2023,20 December 2023,
CJWS,CPI WEIGHTS 03.1.3 : OTHER ARTICLES OF CLOTHING & CLOTHING ACCESSORIES,,Parts per 1000,15-11-2023,20 December 2023,
CJWT,"CPI WEIGHTS 03.1.4 : Cleaning, repair and hire of clothing",,Parts per 1000,15-11-2023,20 December 2023,
CJWU,CPI WEIGHTS 04.3.1 : Materials for maintenance and repair,,Parts per 1000,15-11-2023,20 December 2023,
CJWV,CPI WEIGHTS 04.3.2 : Services for maintenance and repair,,Parts per 1000,15-11-2023,20 December 2023,
CJWW,CPI WEIGHTS 04.4.1 : WATER SUPPLY,,Parts per 1000,15-11-2023,20 December 2023,
CJWY,CPI WEIGHTS 04.4.3 : SEWERAGE COLLECTION,,Parts per 1000,15-11-2023,20 December 2023,
CJXA,CPI WEIGHTS 04.5.1 : ELECTRICITY,,Parts per 1000,15-11-2023,20 December 2023,
CJXB,CPI WEIGHTS 04.5.2 : GAS,,Parts per 1000,15-11-2023,20 December 2023,
CJXC,CPI WEIGHTS 04.5.3 : LIQUID FUELS,,Parts per 1000,15-11-2023,20 December 2023,
CJXD,CPI WEIGHTS 04.5.4 : SOLID FUELS,,Parts per 1000,15-11-2023,20 December 2023,
CJXF,CPI WEIGHTS 05.1.1 : Furniture and furnishings,,Parts per 1000,15-11-2023,20 December 2023,
CJXG,CPI WEIGHTS 05.1.2 : CARPETS & OTHER FLOOR COVERINGS,,Parts per 1000,15-11-2023,20 December 2023,
CJXI,CPI WEIGHTS 05.3.1/2 Major appliances and small electric goods,,Parts per 1000,15-11-2023,20 December 2023,
CJXJ,CPI WEIGHTS 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES,,Parts per 1000,15-11-2023,20 December 2023,
CJXK,CPI WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,,Parts per 1000,15-11-2023,20 December 2023,
CJXL,CPI WEIGHTS 05.6.2 : Domestic services and household services,,Parts per 1000,15-11-2023,20 December 2023,
CJXN,CPI WEIGHTS 07.1.1A : NEW CARS,,Parts per 1000,15-11-2023,20 December 2023,
CJXO,CPI WEIGHTS 07.1.1B : SECOND-HAND CARS,,Parts per 1000,15-11-2023,20 December 2023,
CJXP,CPI WEIGHTS 07.1.2/3 Motorcycles and bicycles,,Parts per 1000,15-11-2023,20 December 2023,
CJXQ,CPI WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,,Parts per 1000,15-11-2023,20 December 2023,
CJXR,CPI WEIGHTS 07.2.2 : FUELS & LUBRICANTS,,Parts per 1000,15-11-2023,20 December 2023,
CJXS,CPI WEIGHTS 07.2.3 : MAINTENANCE & REPAIRS,,Parts per 1000,15-11-2023,20 December 2023,
CJXT,CPI WEIGHTS 07.2.4 : OTHER SERVICES FOR PERSONAL TRANSPORT EQUIPMENT,,Parts per 1000,15-11-2023,20 December 2023,
CJXU,CPI WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,,Parts per 1000,15-11-2023,20 December 2023,
CJXV,CPI WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERV,,Parts per 1000,15-11-2023,20 December 2023,
CJXW,CPI WEIGHTS 07.3.3 : PASSENGER TRANSPORT BY AIR,,Parts per 1000,15-11-2023,20 December 2023,
CJXX,CPI WEIGHTS 07.3.4 : PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY,,Parts per 1000,15-11-2023,20 December 2023,
CJYA,CPI WEIGHTS 06.1.1 : PHARMACEUTICAL PRODUCTS,,Parts per 1000,15-11-2023,20 December 2023,
CJYB,CPI WEIGHTS 08.2/3 Telephone and telefax equipment and services,,Parts per 1000,15-11-2023,20 December 2023,
CJYC,CPI WEIGHTS 09.1.1 : Reception and reproduction of sound and pictures,,Parts per 1000,15-11-2023,20 December 2023,
CJYD,"CPI WEIGHTS 09.1.2 : Photographic, cinematographic and optical equipment",,Parts per 1000,15-11-2023,20 December 2023,
CJYE,CPI WEIGHTS 09.1.3 : INFORMATION PROCESSING EQUIPMENT,,Parts per 1000,15-11-2023,20 December 2023,
CJYF,CPI WEIGHTS 09.1.4 : RECORDING MEDIA,,Parts per 1000,15-11-2023,20 December 2023,
CJYG,CPI WEIGHTS 09.1.5 : Repair of audio-visual equipment & related products,,Parts per 1000,15-11-2023,20 December 2023,
CJYH,CPI WEIGHTS 06.1.2/3 Other medical and therapeutic equipment,,Parts per 1000,15-11-2023,20 December 2023,
CJYI,CPI WEIGHTS 09.3.3 : GARDEN PLANTS AND FLOWERS,,Parts per 1000,15-11-2023,20 December 2023,
CJYJ,"CPI WEIGHTS 09.3.4/5 Pets, related products and services",,Parts per 1000,15-11-2023,20 December 2023,
CJYK,CPI WEIGHTS 12.6.2 : Other financial services (nec),,Parts per 1000,15-11-2023,20 December 2023,
CJYL,CPI WEIGHTS 11.1.1 : RESTAURANTS & CAFES,,Parts per 1000,15-11-2023,20 December 2023,
CJYM,CPI WEIGHTS 11.1.2 : CANTEENS,,Parts per 1000,15-11-2023,20 December 2023,
CJYN,CPI WEIGHTS 12.1.1 : HAIRDRESSING SALONS & PERSONAL GROOMING ESTABLISHMENTS,,Parts per 1000,15-11-2023,20 December 2023,
CJYO,CPI WEIGHTS 12.1.2/3 Appliances and products for personal care,,Parts per 1000,15-11-2023,20 December 2023,
CJYP,CPI WEIGHTS 12.5.2 : House contents insurance,,Parts per 1000,15-11-2023,20 December 2023,
CJYQ,CPI WEIGHTS 12.5.4 : Transport insurance,,Parts per 1000,15-11-2023,20 December 2023,
CPTD,Difference between CPIH and RPI - rounded 2015=100,,,15-11-2023,20 December 2023,
CPTE,Differences between CPIH and RPI unrounded 2015=100,,,15-11-2023,20 December 2023,
CPTF,Differences between CPIH and RPI due to housing components excl from CPIH-total 2015=100,,,15-11-2023,20 December 2023,
CPTG,Differences between CPIH and RPI due to housing components excl from CPIH - Mortgage interest payments 2015=100,,,15-11-2023,20 December 2023,
CPTH,Differences between CPIH and RPI due to housing components excl from CPIH-other housing components 2015=100,,,15-11-2023,20 December 2023,
CPTI,Difference between CPIH and RPI due to other differences in coverage of goods & services 2015=100,,,15-11-2023,20 December 2023,
CPTJ,Difference between CPIH and RPI due to formula effect 2015=100,,,15-11-2023,20 December 2023,
CPTK,Differences between CPIH and RPI due to other differences including weights 2015=100,,,15-11-2023,20 December 2023,
CRFT,"Formula Effect: All items RPI, Index",,,15-11-2023,20 December 2023,
CRFU,Formula Effect: All items RPI 12 month % change,,,15-11-2023,20 December 2023,
CRFV,Formula Effect: All items RPI 1 month % change,,,15-11-2023,20 December 2023,
CRQO,CPIH INDEX: Excl owner occupiers' housing costs 2015=100,,,15-11-2023,20 December 2023,
CRQP,CPIH INDEX: Excl owner occupiers' housing costs and council tax 2015=100,,,15-11-2023,20 December 2023,
CRQQ,CPIH INDEX: Excl council tax 2015=100,,,15-11-2023,20 December 2023,
CRQR,CPIH 12Mth: Excl owner occupiers' housing costs 2015=100,,,15-11-2023,20 December 2023,
CRQS,CPIH 12mth: Excl owner occupiers' housing costs and council tax 2015=100,,,15-11-2023,20 December 2023,
CRQT,CPIH 12mth: Excl council tax 2015=100,,,15-11-2023,20 December 2023,
CRQU,CPIH 1 mth: Excl council tax 2015=100,,,15-11-2023,20 December 2023,
CRQV,CPIH 1 mth: Excl owner occupiers' housing costs and council tax 2015=100,,,15-11-2023,20 December 2023,
CRQW,CPIH 1 mth: Excl owner occupiers' housing costs 2015=100,,,15-11-2023,20 December 2023,
CRQX,CPIH excl owner occupiers' housing costs - weights,,,15-11-2023,20 December 2023,
CRQY,CPIH excl owner occupiers' housing costs and council tax - weights,,,15-11-2023,20 December 2023,
CRQZ,CPIH excl council tax - weights,,,15-11-2023,20 December 2023,
CSL6,CPIH 1 Mth: Industrial Goods(G) 2015=100,,,15-11-2023,20 December 2023,
