date,date_name,variable_name,value,age,category,measure_type,group
1995-10-01,Sep-Nov 1995,MGYP,246791.5944345527,All aged 16 & over,All over             12 months,level,Women
1995-11-01,Oct-Dec 1995,MGYP,227717.45323391695,All aged 16 & over,All over             12 months,level,Women
1995-12-01,Nov-Jan 1996,MGYP,227227.3863131015,All aged 16 & over,All over             12 months,level,Women
1996-01-01,Dec-Feb 1996,MGYP,219740.20284334806,All aged 16 & over,All over             12 months,level,Women
1996-02-01,Jan-Mar 1996,MGYP,221771.08754819445,All aged 16 & over,All over             12 months,level,Women
1996-03-01,Feb-Apr 1996,MGYP,225795.57980647098,All aged 16 & over,All over             12 months,level,Women
1996-04-01,Mar-May 1996,MGYP,223192.94776320408,All aged 16 & over,All over             12 months,level,Women
1996-05-01,Apr-Jun 1996,MGYP,221136.14077440937,All aged 16 & over,All over             12 months,level,Women
1996-06-01,May-Jul 1996,MGYP,221327.83968730152,All aged 16 & over,All over             12 months,level,Women
1996-07-01,Jun-Aug 1996,MGYP,229642.08808830354,All aged 16 & over,All over             12 months,level,Women
1996-08-01,Jul-Sep 1996,MGYP,220029.77761803975,All aged 16 & over,All over             12 months,level,Women
1996-09-01,Aug-Oct 1996,MGYP,218065.04719989919,All aged 16 & over,All over             12 months,level,Women
1996-10-01,Sep-Nov 1996,MGYP,217100.46385281358,All aged 16 & over,All over             12 months,level,Women
1996-11-01,Oct-Dec 1996,MGYP,220419.92053520243,All aged 16 & over,All over             12 months,level,Women
1996-12-01,Nov-Jan 1997,MGYP,221672.76111103894,All aged 16 & over,All over             12 months,level,Women
1997-01-01,Dec-Feb 1997,MGYP,222375.7716792031,All aged 16 & over,All over             12 months,level,Women
1997-02-01,Jan-Mar 1997,MGYP,217466.89156791527,All aged 16 & over,All over             12 months,level,Women
1997-03-01,Feb-Apr 1997,MGYP,214641.19172493235,All aged 16 & over,All over             12 months,level,Women
1997-04-01,Mar-May 1997,MGYP,203305.4261549324,All aged 16 & over,All over             12 months,level,Women
1997-05-01,Apr-Jun 1997,MGYP,205337.10325335574,All aged 16 & over,All over             12 months,level,Women
1997-06-01,May-Jul 1997,MGYP,206355.428158314,All aged 16 & over,All over             12 months,level,Women
1997-07-01,Jun-Aug 1997,MGYP,196145.2529578021,All aged 16 & over,All over             12 months,level,Women
1997-08-01,Jul-Sep 1997,MGYP,185042.1877630556,All aged 16 & over,All over             12 months,level,Women
1997-09-01,Aug-Oct 1997,MGYP,178537.3677828922,All aged 16 & over,All over             12 months,level,Women
1997-10-01,Sep-Nov 1997,MGYP,170974.3509259945,All aged 16 & over,All over             12 months,level,Women
1997-11-01,Oct-Dec 1997,MGYP,168247.29650614117,All aged 16 & over,All over             12 months,level,Women
1997-12-01,Nov-Jan 1998,MGYP,160635.7937579279,All aged 16 & over,All over             12 months,level,Women
1998-01-01,Dec-Feb 1998,MGYP,163987.26324997167,All aged 16 & over,All over             12 months,level,Women
1998-02-01,Jan-Mar 1998,MGYP,164753.51539873623,All aged 16 & over,All over             12 months,level,Women
1998-03-01,Feb-Apr 1998,MGYP,161306.53840819933,All aged 16 & over,All over             12 months,level,Women
1998-04-01,Mar-May 1998,MGYP,165527.6702661689,All aged 16 & over,All over             12 months,level,Women
1998-05-01,Apr-Jun 1998,MGYP,162585.7357526734,All aged 16 & over,All over             12 months,level,Women
1998-06-01,May-Jul 1998,MGYP,158396.5600325191,All aged 16 & over,All over             12 months,level,Women
1998-07-01,Jun-Aug 1998,MGYP,147834.7769254805,All aged 16 & over,All over             12 months,level,Women
1998-08-01,Jul-Sep 1998,MGYP,143622.98051623168,All aged 16 & over,All over             12 months,level,Women
1998-09-01,Aug-Oct 1998,MGYP,143049.55562227365,All aged 16 & over,All over             12 months,level,Women
1998-10-01,Sep-Nov 1998,MGYP,146285.52050680976,All aged 16 & over,All over             12 months,level,Women
1998-11-01,Oct-Dec 1998,MGYP,144785.26821634723,All aged 16 & over,All over             12 months,level,Women
1998-12-01,Nov-Jan 1999,MGYP,145115.22334919186,All aged 16 & over,All over             12 months,level,Women
1999-01-01,Dec-Feb 1999,MGYP,146970.9565525975,All aged 16 & over,All over             12 months,level,Women
1999-02-01,Jan-Mar 1999,MGYP,148003.86356418213,All aged 16 & over,All over             12 months,level,Women
1999-03-01,Feb-Apr 1999,MGYP,143507.0265476805,All aged 16 & over,All over             12 months,level,Women
1999-04-01,Mar-May 1999,MGYP,142441.33467798258,All aged 16 & over,All over             12 months,level,Women
1999-05-01,Apr-Jun 1999,MGYP,133827.27969718687,All aged 16 & over,All over             12 months,level,Women
1999-06-01,May-Jul 1999,MGYP,136717.5216686286,All aged 16 & over,All over             12 months,level,Women
1999-07-01,Jun-Aug 1999,MGYP,134993.09867242313,All aged 16 & over,All over             12 months,level,Women
1999-08-01,Jul-Sep 1999,MGYP,138321.7235444804,All aged 16 & over,All over             12 months,level,Women
1999-09-01,Aug-Oct 1999,MGYP,138937.55063616193,All aged 16 & over,All over             12 months,level,Women
1999-10-01,Sep-Nov 1999,MGYP,134880.62828492018,All aged 16 & over,All over             12 months,level,Women
1999-11-01,Oct-Dec 1999,MGYP,129341.79260580642,All aged 16 & over,All over             12 months,level,Women
1999-12-01,Nov-Jan 2000,MGYP,127544.4913498059,All aged 16 & over,All over             12 months,level,Women
2000-01-01,Dec-Feb 2000,MGYP,126859.82205606528,All aged 16 & over,All over             12 months,level,Women
2000-02-01,Jan-Mar 2000,MGYP,125924.59472338097,All aged 16 & over,All over             12 months,level,Women
2000-03-01,Feb-Apr 2000,MGYP,119289.91118489772,All aged 16 & over,All over             12 months,level,Women
2000-04-01,Mar-May 2000,MGYP,120606.29291299358,All aged 16 & over,All over             12 months,level,Women
2000-05-01,Apr-Jun 2000,MGYP,123929.43963345277,All aged 16 & over,All over             12 months,level,Women
2000-06-01,May-Jul 2000,MGYP,127636.21633200005,All aged 16 & over,All over             12 months,level,Women
2000-07-01,Jun-Aug 2000,MGYP,121670.2087693668,All aged 16 & over,All over             12 months,level,Women
2000-08-01,Jul-Sep 2000,MGYP,115782.83854833044,All aged 16 & over,All over             12 months,level,Women
2000-09-01,Aug-Oct 2000,MGYP,115589.94870742294,All aged 16 & over,All over             12 months,level,Women
2000-10-01,Sep-Nov 2000,MGYP,111339.01880749765,All aged 16 & over,All over             12 months,level,Women
2000-11-01,Oct-Dec 2000,MGYP,105304.83388188497,All aged 16 & over,All over             12 months,level,Women
2000-12-01,Nov-Jan 2001,MGYP,97228.29670755558,All aged 16 & over,All over             12 months,level,Women
2001-01-01,Dec-Feb 2001,MGYP,94602.20848221538,All aged 16 & over,All over             12 months,level,Women
2001-02-01,Jan-Mar 2001,MGYP,99907.53897393483,All aged 16 & over,All over             12 months,level,Women
2001-03-01,Feb-Apr 2001,MGYP,106408.07307585527,All aged 16 & over,All over             12 months,level,Women
2001-04-01,Mar-May 2001,MGYP,105971.54949676833,All aged 16 & over,All over             12 months,level,Women
2001-05-01,Apr-Jun 2001,MGYP,108352.29594418254,All aged 16 & over,All over             12 months,level,Women
2001-06-01,May-Jul 2001,MGYP,106191.6316891663,All aged 16 & over,All over             12 months,level,Women
2001-07-01,Jun-Aug 2001,MGYP,106821.3895265195,All aged 16 & over,All over             12 months,level,Women
2001-08-01,Jul-Sep 2001,MGYP,106071.25433108909,All aged 16 & over,All over             12 months,level,Women
2001-09-01,Aug-Oct 2001,MGYP,101754.6909450107,All aged 16 & over,All over             12 months,level,Women
2001-10-01,Sep-Nov 2001,MGYP,99186.81415701861,All aged 16 & over,All over             12 months,level,Women
2001-11-01,Oct-Dec 2001,MGYP,99170.3124707873,All aged 16 & over,All over             12 months,level,Women
2001-12-01,Nov-Jan 2002,MGYP,99738.08269108947,All aged 16 & over,All over             12 months,level,Women
2002-01-01,Dec-Feb 2002,MGYP,100760.80055341194,All aged 16 & over,All over             12 months,level,Women
2002-02-01,Jan-Mar 2002,MGYP,95958.45606045086,All aged 16 & over,All over             12 months,level,Women
2002-03-01,Feb-Apr 2002,MGYP,100228.53062550985,All aged 16 & over,All over             12 months,level,Women
2002-04-01,Mar-May 2002,MGYP,100309.56049346834,All aged 16 & over,All over             12 months,level,Women
2002-05-01,Apr-Jun 2002,MGYP,94394.60113352843,All aged 16 & over,All over             12 months,level,Women
2002-06-01,May-Jul 2002,MGYP,92344.59595290244,All aged 16 & over,All over             12 months,level,Women
2002-07-01,Jun-Aug 2002,MGYP,96184.86410659303,All aged 16 & over,All over             12 months,level,Women
2002-08-01,Jul-Sep 2002,MGYP,101430.09232310482,All aged 16 & over,All over             12 months,level,Women
2002-09-01,Aug-Oct 2002,MGYP,98969.51577168434,All aged 16 & over,All over             12 months,level,Women
2002-10-01,Sep-Nov 2002,MGYP,93512.26322218368,All aged 16 & over,All over             12 months,level,Women
2002-11-01,Oct-Dec 2002,MGYP,92279.47523588101,All aged 16 & over,All over             12 months,level,Women
2002-12-01,Nov-Jan 2003,MGYP,86022.84741249902,All aged 16 & over,All over             12 months,level,Women
2003-01-01,Dec-Feb 2003,MGYP,87877.17404362446,All aged 16 & over,All over             12 months,level,Women
2003-02-01,Jan-Mar 2003,MGYP,88155.8380228207,All aged 16 & over,All over             12 months,level,Women
2003-03-01,Feb-Apr 2003,MGYP,94768.80011403198,All aged 16 & over,All over             12 months,level,Women
2003-04-01,Mar-May 2003,MGYP,93890.75029016139,All aged 16 & over,All over             12 months,level,Women
2003-05-01,Apr-Jun 2003,MGYP,93375.49681930816,All aged 16 & over,All over             12 months,level,Women
2003-06-01,May-Jul 2003,MGYP,92770.5275750614,All aged 16 & over,All over             12 months,level,Women
2003-07-01,Jun-Aug 2003,MGYP,98112.18665026154,All aged 16 & over,All over             12 months,level,Women
2003-08-01,Jul-Sep 2003,MGYP,97735.52771532098,All aged 16 & over,All over             12 months,level,Women
2003-09-01,Aug-Oct 2003,MGYP,96092.15350277058,All aged 16 & over,All over             12 months,level,Women
2003-10-01,Sep-Nov 2003,MGYP,92050.99224269342,All aged 16 & over,All over             12 months,level,Women
2003-11-01,Oct-Dec 2003,MGYP,87006.68887498244,All aged 16 & over,All over             12 months,level,Women
2003-12-01,Nov-Jan 2004,MGYP,90421.24944059706,All aged 16 & over,All over             12 months,level,Women
2004-01-01,Dec-Feb 2004,MGYP,93888.13161307287,All aged 16 & over,All over             12 months,level,Women
2004-02-01,Jan-Mar 2004,MGYP,97093.84799686863,All aged 16 & over,All over             12 months,level,Women
2004-03-01,Feb-Apr 2004,MGYP,94292.67729066861,All aged 16 & over,All over             12 months,level,Women
2004-04-01,Mar-May 2004,MGYP,94650.76259243078,All aged 16 & over,All over             12 months,level,Women
2004-05-01,Apr-Jun 2004,MGYP,84674.00821329003,All aged 16 & over,All over             12 months,level,Women
2004-06-01,May-Jul 2004,MGYP,85283.47085596801,All aged 16 & over,All over             12 months,level,Women
2004-07-01,Jun-Aug 2004,MGYP,81134.71084864034,All aged 16 & over,All over             12 months,level,Women
2004-08-01,Jul-Sep 2004,MGYP,87614.03257482465,All aged 16 & over,All over             12 months,level,Women
2004-09-01,Aug-Oct 2004,MGYP,89379.42855792367,All aged 16 & over,All over             12 months,level,Women
2004-10-01,Sep-Nov 2004,MGYP,87403.01884403214,All aged 16 & over,All over             12 months,level,Women
2004-11-01,Oct-Dec 2004,MGYP,84787.78823219684,All aged 16 & over,All over             12 months,level,Women
2004-12-01,Nov-Jan 2005,MGYP,85759.53497481356,All aged 16 & over,All over             12 months,level,Women
2005-01-01,Dec-Feb 2005,MGYP,93406.0089892767,All aged 16 & over,All over             12 months,level,Women
2005-02-01,Jan-Mar 2005,MGYP,90516.87397536477,All aged 16 & over,All over             12 months,level,Women
2005-03-01,Feb-Apr 2005,MGYP,92703.51538837246,All aged 16 & over,All over             12 months,level,Women
2005-04-01,Mar-May 2005,MGYP,94788.46476077221,All aged 16 & over,All over             12 months,level,Women
2005-05-01,Apr-Jun 2005,MGYP,96283.0291791815,All aged 16 & over,All over             12 months,level,Women
2005-06-01,May-Jul 2005,MGYP,90561.45694362937,All aged 16 & over,All over             12 months,level,Women
2005-07-01,Jun-Aug 2005,MGYP,83706.669207175,All aged 16 & over,All over             12 months,level,Women
2005-08-01,Jul-Sep 2005,MGYP,86928.58077718968,All aged 16 & over,All over             12 months,level,Women
2005-09-01,Aug-Oct 2005,MGYP,85822.47936942264,All aged 16 & over,All over             12 months,level,Women
2005-10-01,Sep-Nov 2005,MGYP,92586.5264726195,All aged 16 & over,All over             12 months,level,Women
2005-11-01,Oct-Dec 2005,MGYP,90628.48736937271,All aged 16 & over,All over             12 months,level,Women
2005-12-01,Nov-Jan 2006,MGYP,97171.60216919359,All aged 16 & over,All over             12 months,level,Women
2006-01-01,Dec-Feb 2006,MGYP,102056.8642292163,All aged 16 & over,All over             12 months,level,Women
2006-02-01,Jan-Mar 2006,MGYP,102742.0513209555,All aged 16 & over,All over             12 months,level,Women
2006-03-01,Feb-Apr 2006,MGYP,101779.62142514689,All aged 16 & over,All over             12 months,level,Women
2006-04-01,Mar-May 2006,MGYP,96893.92781932885,All aged 16 & over,All over             12 months,level,Women
2006-05-01,Apr-Jun 2006,MGYP,102504.04450953926,All aged 16 & over,All over             12 months,level,Women
2006-06-01,May-Jul 2006,MGYP,111846.53730520316,All aged 16 & over,All over             12 months,level,Women
2006-07-01,Jun-Aug 2006,MGYP,119301.3065366384,All aged 16 & over,All over             12 months,level,Women
2006-08-01,Jul-Sep 2006,MGYP,123632.37268535873,All aged 16 & over,All over             12 months,level,Women
2006-09-01,Aug-Oct 2006,MGYP,121834.60327500131,All aged 16 & over,All over             12 months,level,Women
2006-10-01,Sep-Nov 2006,MGYP,131661.87565977243,All aged 16 & over,All over             12 months,level,Women
2006-11-01,Oct-Dec 2006,MGYP,129701.65155842529,All aged 16 & over,All over             12 months,level,Women
2006-12-01,Nov-Jan 2007,MGYP,126083.5072328614,All aged 16 & over,All over             12 months,level,Women
2007-01-01,Dec-Feb 2007,MGYP,119843.64344446329,All aged 16 & over,All over             12 months,level,Women
2007-02-01,Jan-Mar 2007,MGYP,120825.24753004168,All aged 16 & over,All over             12 months,level,Women
2007-03-01,Feb-Apr 2007,MGYP,124644.61559007457,All aged 16 & over,All over             12 months,level,Women
2007-04-01,Mar-May 2007,MGYP,125707.17638062304,All aged 16 & over,All over             12 months,level,Women
2007-05-01,Apr-Jun 2007,MGYP,125030.85041727715,All aged 16 & over,All over             12 months,level,Women
2007-06-01,May-Jul 2007,MGYP,127587.85961389671,All aged 16 & over,All over             12 months,level,Women
2007-07-01,Jun-Aug 2007,MGYP,125686.00443370423,All aged 16 & over,All over             12 months,level,Women
2007-08-01,Jul-Sep 2007,MGYP,127980.40354506134,All aged 16 & over,All over             12 months,level,Women
2007-09-01,Aug-Oct 2007,MGYP,125045.63732960829,All aged 16 & over,All over             12 months,level,Women
2007-10-01,Sep-Nov 2007,MGYP,125802.09746864918,All aged 16 & over,All over             12 months,level,Women
2007-11-01,Oct-Dec 2007,MGYP,125035.00187256323,All aged 16 & over,All over             12 months,level,Women
2007-12-01,Nov-Jan 2008,MGYP,120087.67316928376,All aged 16 & over,All over             12 months,level,Women
2008-01-01,Dec-Feb 2008,MGYP,123523.82684054007,All aged 16 & over,All over             12 months,level,Women
2008-02-01,Jan-Mar 2008,MGYP,125737.93576067252,All aged 16 & over,All over             12 months,level,Women
2008-03-01,Feb-Apr 2008,MGYP,133340.4150471966,All aged 16 & over,All over             12 months,level,Women
2008-04-01,Mar-May 2008,MGYP,129698.17918889727,All aged 16 & over,All over             12 months,level,Women
2008-05-01,Apr-Jun 2008,MGYP,125594.63522354468,All aged 16 & over,All over             12 months,level,Women
2008-06-01,May-Jul 2008,MGYP,131418.1429736831,All aged 16 & over,All over             12 months,level,Women
2008-07-01,Jun-Aug 2008,MGYP,131118.9538171961,All aged 16 & over,All over             12 months,level,Women
2008-08-01,Jul-Sep 2008,MGYP,136242.95663201978,All aged 16 & over,All over             12 months,level,Women
2008-09-01,Aug-Oct 2008,MGYP,139548.73845776927,All aged 16 & over,All over             12 months,level,Women
2008-10-01,Sep-Nov 2008,MGYP,142826.3312540927,All aged 16 & over,All over             12 months,level,Women
2008-11-01,Oct-Dec 2008,MGYP,145288.90403913872,All aged 16 & over,All over             12 months,level,Women
2008-12-01,Nov-Jan 2009,MGYP,147199.33108405623,All aged 16 & over,All over             12 months,level,Women
2009-01-01,Dec-Feb 2009,MGYP,158120.588703292,All aged 16 & over,All over             12 months,level,Women
2009-02-01,Jan-Mar 2009,MGYP,170938.4010068031,All aged 16 & over,All over             12 months,level,Women
2009-03-01,Feb-Apr 2009,MGYP,182349.1928716351,All aged 16 & over,All over             12 months,level,Women
2009-04-01,Mar-May 2009,MGYP,191030.56825946664,All aged 16 & over,All over             12 months,level,Women
2009-05-01,Apr-Jun 2009,MGYP,197022.90548916368,All aged 16 & over,All over             12 months,level,Women
2009-06-01,May-Jul 2009,MGYP,198168.44728884034,All aged 16 & over,All over             12 months,level,Women
2009-07-01,Jun-Aug 2009,MGYP,203973.7237319424,All aged 16 & over,All over             12 months,level,Women
2009-08-01,Jul-Sep 2009,MGYP,211484.09513837265,All aged 16 & over,All over             12 months,level,Women
2009-09-01,Aug-Oct 2009,MGYP,209883.3802546141,All aged 16 & over,All over             12 months,level,Women
2009-10-01,Sep-Nov 2009,MGYP,221801.78033775842,All aged 16 & over,All over             12 months,level,Women
2009-11-01,Oct-Dec 2009,MGYP,225409.81341906355,All aged 16 & over,All over             12 months,level,Women
2009-12-01,Nov-Jan 2010,MGYP,226479.80987354464,All aged 16 & over,All over             12 months,level,Women
2010-01-01,Dec-Feb 2010,MGYP,235046.02801579155,All aged 16 & over,All over             12 months,level,Women
2010-02-01,Jan-Mar 2010,MGYP,245826.07797015941,All aged 16 & over,All over             12 months,level,Women
2010-03-01,Feb-Apr 2010,MGYP,250438.14565244722,All aged 16 & over,All over             12 months,level,Women
2010-04-01,Mar-May 2010,MGYP,257896.29598833536,All aged 16 & over,All over             12 months,level,Women
2010-05-01,Apr-Jun 2010,MGYP,254958.67369598636,All aged 16 & over,All over             12 months,level,Women
2010-06-01,May-Jul 2010,MGYP,255682.4071765472,All aged 16 & over,All over             12 months,level,Women
2010-07-01,Jun-Aug 2010,MGYP,265871.6889720268,All aged 16 & over,All over             12 months,level,Women
2010-08-01,Jul-Sep 2010,MGYP,269855.06661965145,All aged 16 & over,All over             12 months,level,Women
2010-09-01,Aug-Oct 2010,MGYP,281276.54371931154,All aged 16 & over,All over             12 months,level,Women
2010-10-01,Sep-Nov 2010,MGYP,272224.24526369467,All aged 16 & over,All over             12 months,level,Women
2010-11-01,Oct-Dec 2010,MGYP,276530.2862621236,All aged 16 & over,All over             12 months,level,Women
2010-12-01,Nov-Jan 2011,MGYP,284428.6249921853,All aged 16 & over,All over             12 months,level,Women
2011-01-01,Dec-Feb 2011,MGYP,285560.64225741784,All aged 16 & over,All over             12 months,level,Women
2011-02-01,Jan-Mar 2011,MGYP,287517.4266390399,All aged 16 & over,All over             12 months,level,Women
2011-03-01,Feb-Apr 2011,MGYP,281435.72013361246,All aged 16 & over,All over             12 months,level,Women
2011-04-01,Mar-May 2011,MGYP,275676.50235728204,All aged 16 & over,All over             12 months,level,Women
2011-05-01,Apr-Jun 2011,MGYP,287722.5801048719,All aged 16 & over,All over             12 months,level,Women
2011-06-01,May-Jul 2011,MGYP,302913.25554386136,All aged 16 & over,All over             12 months,level,Women
2011-07-01,Jun-Aug 2011,MGYP,310276.3588908247,All aged 16 & over,All over             12 months,level,Women
2011-08-01,Jul-Sep 2011,MGYP,313235.7692142593,All aged 16 & over,All over             12 months,level,Women
2011-09-01,Aug-Oct 2011,MGYP,313774.0805751379,All aged 16 & over,All over             12 months,level,Women
2011-10-01,Sep-Nov 2011,MGYP,306410.44199248624,All aged 16 & over,All over             12 months,level,Women
2011-11-01,Oct-Dec 2011,MGYP,310250.3049096363,All aged 16 & over,All over             12 months,level,Women
2011-12-01,Nov-Jan 2012,MGYP,315169.6187375211,All aged 16 & over,All over             12 months,level,Women
2012-01-01,Dec-Feb 2012,MGYP,333492.1267749219,All aged 16 & over,All over             12 months,level,Women
2012-02-01,Jan-Mar 2012,MGYP,334467.5764768932,All aged 16 & over,All over             12 months,level,Women
2012-03-01,Feb-Apr 2012,MGYP,331431.8049871292,All aged 16 & over,All over             12 months,level,Women
2012-04-01,Mar-May 2012,MGYP,334848.89245396503,All aged 16 & over,All over             12 months,level,Women
2012-05-01,Apr-Jun 2012,MGYP,329699.2358335991,All aged 16 & over,All over             12 months,level,Women
2012-06-01,May-Jul 2012,MGYP,340013.52106270293,All aged 16 & over,All over             12 months,level,Women
2012-07-01,Jun-Aug 2012,MGYP,343259.9287253503,All aged 16 & over,All over             12 months,level,Women
2012-08-01,Jul-Sep 2012,MGYP,351639.6955260371,All aged 16 & over,All over             12 months,level,Women
2012-09-01,Aug-Oct 2012,MGYP,349641.4427263529,All aged 16 & over,All over             12 months,level,Women
2012-10-01,Sep-Nov 2012,MGYP,338885.47269122937,All aged 16 & over,All over             12 months,level,Women
2012-11-01,Oct-Dec 2012,MGYP,328512.3047901624,All aged 16 & over,All over             12 months,level,Women
2012-12-01,Nov-Jan 2013,MGYP,327039.0820668308,All aged 16 & over,All over             12 months,level,Women
2013-01-01,Dec-Feb 2013,MGYP,345811.22190792806,All aged 16 & over,All over             12 months,level,Women
2013-02-01,Jan-Mar 2013,MGYP,342619.06036230584,All aged 16 & over,All over             12 months,level,Women
2013-03-01,Feb-Apr 2013,MGYP,340982.07346625207,All aged 16 & over,All over             12 months,level,Women
2013-04-01,Mar-May 2013,MGYP,346083.4365453304,All aged 16 & over,All over             12 months,level,Women
2013-05-01,Apr-Jun 2013,MGYP,344375.83006069757,All aged 16 & over,All over             12 months,level,Women
2013-06-01,May-Jul 2013,MGYP,337746.25931290654,All aged 16 & over,All over             12 months,level,Women
2013-07-01,Jun-Aug 2013,MGYP,346844.64768712077,All aged 16 & over,All over             12 months,level,Women
2013-08-01,Jul-Sep 2013,MGYP,340111.0150730526,All aged 16 & over,All over             12 months,level,Women
2013-09-01,Aug-Oct 2013,MGYP,339745.75171267934,All aged 16 & over,All over             12 months,level,Women
2013-10-01,Sep-Nov 2013,MGYP,324538.81099600956,All aged 16 & over,All over             12 months,level,Women
2013-11-01,Oct-Dec 2013,MGYP,327470.0806912718,All aged 16 & over,All over             12 months,level,Women
2013-12-01,Nov-Jan 2014,MGYP,317434.9011559888,All aged 16 & over,All over             12 months,level,Women
2014-01-01,Dec-Feb 2014,MGYP,301530.4879595752,All aged 16 & over,All over             12 months,level,Women
2014-02-01,Jan-Mar 2014,MGYP,302018.2428390675,All aged 16 & over,All over             12 months,level,Women
2014-03-01,Feb-Apr 2014,MGYP,287648.56759091164,All aged 16 & over,All over             12 months,level,Women
2014-04-01,Mar-May 2014,MGYP,271251.05749067495,All aged 16 & over,All over             12 months,level,Women
2014-05-01,Apr-Jun 2014,MGYP,273031.2796868808,All aged 16 & over,All over             12 months,level,Women
2014-06-01,May-Jul 2014,MGYP,264081.56538424816,All aged 16 & over,All over             12 months,level,Women
2014-07-01,Jun-Aug 2014,MGYP,265441.1658091967,All aged 16 & over,All over             12 months,level,Women
2014-08-01,Jul-Sep 2014,MGYP,263975.3607133738,All aged 16 & over,All over             12 months,level,Women
2014-09-01,Aug-Oct 2014,MGYP,263138.6067807868,All aged 16 & over,All over             12 months,level,Women
2014-10-01,Sep-Nov 2014,MGYP,249163.18501142386,All aged 16 & over,All over             12 months,level,Women
2014-11-01,Oct-Dec 2014,MGYP,236806.47639944736,All aged 16 & over,All over             12 months,level,Women
2014-12-01,Nov-Jan 2015,MGYP,235691.5246335403,All aged 16 & over,All over             12 months,level,Women
2015-01-01,Dec-Feb 2015,MGYP,234795.53531697017,All aged 16 & over,All over             12 months,level,Women
2015-02-01,Jan-Mar 2015,MGYP,217949.570255785,All aged 16 & over,All over             12 months,level,Women
2015-03-01,Feb-Apr 2015,MGYP,211764.30544021018,All aged 16 & over,All over             12 months,level,Women
2015-04-01,Mar-May 2015,MGYP,216836.02912722348,All aged 16 & over,All over             12 months,level,Women
2015-05-01,Apr-Jun 2015,MGYP,220646.83098842565,All aged 16 & over,All over             12 months,level,Women
2015-06-01,May-Jul 2015,MGYP,213218.36081111684,All aged 16 & over,All over             12 months,level,Women
2015-07-01,Jun-Aug 2015,MGYP,205762.6914956494,All aged 16 & over,All over             12 months,level,Women
2015-08-01,Jul-Sep 2015,MGYP,201246.3519282377,All aged 16 & over,All over             12 months,level,Women
2015-09-01,Aug-Oct 2015,MGYP,204808.28083028976,All aged 16 & over,All over             12 months,level,Women
2015-10-01,Sep-Nov 2015,MGYP,201059.70970149394,All aged 16 & over,All over             12 months,level,Women
2015-11-01,Oct-Dec 2015,MGYP,199060.59354863636,All aged 16 & over,All over             12 months,level,Women
2015-12-01,Nov-Jan 2016,MGYP,191677.36530048546,All aged 16 & over,All over             12 months,level,Women
2016-01-01,Dec-Feb 2016,MGYP,181217.7674677832,All aged 16 & over,All over             12 months,level,Women
2016-02-01,Jan-Mar 2016,MGYP,182051.3665331102,All aged 16 & over,All over             12 months,level,Women
2016-03-01,Feb-Apr 2016,MGYP,176882.18325790303,All aged 16 & over,All over             12 months,level,Women
2016-04-01,Mar-May 2016,MGYP,181389.57670596355,All aged 16 & over,All over             12 months,level,Women
2016-05-01,Apr-Jun 2016,MGYP,178277.8632930048,All aged 16 & over,All over             12 months,level,Women
2016-06-01,May-Jul 2016,MGYP,176596.52539943153,All aged 16 & over,All over             12 months,level,Women
2016-07-01,Jun-Aug 2016,MGYP,167497.59149504357,All aged 16 & over,All over             12 months,level,Women
2016-08-01,Jul-Sep 2016,MGYP,163801.59299706973,All aged 16 & over,All over             12 months,level,Women
2016-09-01,Aug-Oct 2016,MGYP,156904.57943536606,All aged 16 & over,All over             12 months,level,Women
2016-10-01,Sep-Nov 2016,MGYP,155594.28313909183,All aged 16 & over,All over             12 months,level,Women
2016-11-01,Oct-Dec 2016,MGYP,157904.42463341547,All aged 16 & over,All over             12 months,level,Women
2016-12-01,Nov-Jan 2017,MGYP,151556.6039436301,All aged 16 & over,All over             12 months,level,Women
2017-01-01,Dec-Feb 2017,MGYP,152133.46735458923,All aged 16 & over,All over             12 months,level,Women
2017-02-01,Jan-Mar 2017,MGYP,149078.0051662008,All aged 16 & over,All over             12 months,level,Women
2017-03-01,Feb-Apr 2017,MGYP,150793.7593687555,All aged 16 & over,All over             12 months,level,Women
2017-04-01,Mar-May 2017,MGYP,152259.50524659912,All aged 16 & over,All over             12 months,level,Women
2017-05-01,Apr-Jun 2017,MGYP,148595.26779629764,All aged 16 & over,All over             12 months,level,Women
2017-06-01,May-Jul 2017,MGYP,150771.38021915618,All aged 16 & over,All over             12 months,level,Women
2017-07-01,Jun-Aug 2017,MGYP,158778.20040149082,All aged 16 & over,All over             12 months,level,Women
2017-08-01,Jul-Sep 2017,MGYP,158489.25821138424,All aged 16 & over,All over             12 months,level,Women
2017-09-01,Aug-Oct 2017,MGYP,150352.78868754156,All aged 16 & over,All over             12 months,level,Women
2017-10-01,Sep-Nov 2017,MGYP,154040.64678958093,All aged 16 & over,All over             12 months,level,Women
2017-11-01,Oct-Dec 2017,MGYP,147027.97103599698,All aged 16 & over,All over             12 months,level,Women
2017-12-01,Nov-Jan 2018,MGYP,149442.61156759987,All aged 16 & over,All over             12 months,level,Women
2018-01-01,Dec-Feb 2018,MGYP,143262.00721351654,All aged 16 & over,All over             12 months,level,Women
2018-02-01,Jan-Mar 2018,MGYP,143549.03487193643,All aged 16 & over,All over             12 months,level,Women
2018-03-01,Feb-Apr 2018,MGYP,151833.68513730282,All aged 16 & over,All over             12 months,level,Women
