date,freq,variable,value
1992-05-01,m,ZMQA,51.3
1992-05-01,m,ZMQB,4.7
1992-05-01,m,ZMQC,97.9
1992-05-01,m,ZMQD,13.1
1992-05-01,m,ZMQE,25.9
1992-05-01,m,ZMQF,4.5
1992-05-01,m,ZMQG,178.1
1992-05-01,m,ZMQH,12.0
1992-05-01,m,ZMQI,54.8
1992-05-01,m,ZMQJ,4.7
1992-05-01,m,ZMQK,1716.4
1992-05-01,m,ZMQL,12.2
1992-05-01,m,ZMQM,519.0
1992-05-01,m,ZMQN,4.8
1992-05-01,m,ZMQO,80.6
1992-05-01,m,ZMQP,18.0
1992-05-01,m,ZMQQ,23.5
1992-05-01,m,ZMQR,7.5
1992-05-01,m,ZSDR,12.2
1992-05-01,m,ZSDS,4.7
1992-06-01,m,BCJA,2678.2
1992-06-01,m,BCJB,9.0
1992-06-01,m,BCJD,2711.1
1992-06-01,m,BCJE,9.1
1992-06-01,m,BCJG,2573.9
1992-06-01,m,BCJH,8.9
1992-06-01,m,BCJI,1980.9
1992-06-01,m,BCJJ,593.0
1992-06-01,m,BCKB,227.3
1992-06-01,m,BCKC,168.8
1992-06-01,m,BCKF,197.5
1992-06-01,m,BCKG,262.6
1992-06-01,m,BCKI,120.5
1992-06-01,m,BCKJ,231.8
1992-06-01,m,BCKK,104.3
1992-06-01,m,DPAA,2061.2
1992-06-01,m,DPAB,617.0
1992-06-01,m,DPAC,12.3
1992-06-01,m,DPAD,4.8
1992-06-01,m,DPAE,2084.4
1992-06-01,m,DPAF,626.7
1992-06-01,m,DPAG,2606.8
1992-06-01,m,DPAH,12.4
1992-06-01,m,DPAI,4.8
1992-06-01,m,DPAJ,9.0
1992-06-01,m,DPAM,9.1
1992-06-01,m,DPAN,8.4
1992-06-01,m,DPAQ,8.3
1992-06-01,m,DPAR,9.7
1992-06-01,m,DPAT,9.1
1992-06-01,m,DPAU,8.7
1992-06-01,m,DPAV,13.7
1992-06-01,m,DPAX,230.8
1992-06-01,m,DPAY,170.7
1992-06-01,m,DPBB,203.6
1992-06-01,m,DPBC,264.4
1992-06-01,m,DPBE,124.1
1992-06-01,m,DPBF,234.1
1992-06-01,m,DPBG,104.3
1992-06-01,m,DPBI,9.3
1992-06-01,m,DPBJ,8.5
1992-06-01,m,DPBM,8.6
1992-06-01,m,DPBN,9.7
1992-06-01,m,DPBP,9.4
1992-06-01,m,DPBQ,8.8
1992-06-01,m,DPBR,13.7
1992-06-01,m,DPCF,134.4
1992-06-01,m,DPCI,200.2
1992-06-01,m,DPCJ,420.4
1992-06-01,m,DPCK,279.6
1992-06-01,m,DPDA,11.0
1992-06-01,m,DPDD,7.9
1992-06-01,m,DPDE,9.7
1992-06-01,m,DPDF,7.2
1992-06-01,m,DPDG,136.2
1992-06-01,m,DPDJ,202.6
1992-06-01,m,DPDK,420.6
1992-06-01,m,DPDL,285.1
1992-06-01,m,DPDM,11.2
1992-06-01,m,DPDP,8.0
1992-06-01,m,DPDQ,9.8
1992-06-01,m,DPDR,7.3
1992-06-01,m,IBWA,334.6
1992-06-01,m,IBWC,9.8
1992-06-01,m,IBWK,2248.2
1992-06-01,m,MGSC,2803.0
1992-06-01,m,VASQ,9.0
1992-06-01,m,VASR,2221.6
1992-06-01,m,VASS,8.9
1992-06-01,m,ZMOK,153.7
1992-06-01,m,ZMOL,10.6
1992-06-01,m,ZMOM,48.9
1992-06-01,m,ZMON,4.4
1992-06-01,m,ZMOO,314.8
1992-06-01,m,ZMOP,12.7
1992-06-01,m,ZMOQ,105.8
1992-06-01,m,ZMOR,5.7
1992-06-01,m,ZMOS,221.6
1992-06-01,m,ZMOT,10.3
1992-06-01,m,ZMOU,63.5
1992-06-01,m,ZMOV,3.6
1992-06-01,m,ZMOW,155.6
1992-06-01,m,ZMOX,11.7
1992-06-01,m,ZMOY,48.0
1992-06-01,m,ZMOZ,4.6
1992-06-01,m,ZMPA,130.7
1992-06-01,m,ZMPB,11.4
1992-06-01,m,ZMPC,40.0
1992-06-01,m,ZMPD,4.6
1992-06-01,m,ZMPE,202.5
1992-06-01,m,ZMPF,12.9
1992-06-01,m,ZMPG,61.9
1992-06-01,m,ZMPH,5.4
1992-06-01,m,ZMPI,107.8
1992-06-01,m,ZMPJ,15.7
1992-06-01,m,ZMPK,28.4
1992-06-01,m,ZMPL,5.3
1992-06-01,m,ZMPU,260.8
1992-06-01,m,ZMPV,13.6
1992-06-01,m,ZMPW,73.8
1992-06-01,m,ZMPX,4.9
1992-06-01,m,ZMPY,179.2
1992-06-01,m,ZMPZ,12.9
1992-06-01,m,ZMQA,51.6
1992-06-01,m,ZMQB,4.7
1992-06-01,m,ZMQC,98.2
1992-06-01,m,ZMQD,13.1
1992-06-01,m,ZMQE,25.9
1992-06-01,m,ZMQF,4.5
1992-06-01,m,ZMQG,178.8
1992-06-01,m,ZMQH,12.0
1992-06-01,m,ZMQI,55.3
1992-06-01,m,ZMQJ,4.7
1992-06-01,m,ZMQK,1726.1
1992-06-01,m,ZMQL,12.2
1992-06-01,m,ZMQM,522.1
1992-06-01,m,ZMQN,4.8
1992-06-01,m,ZMQO,80.7
1992-06-01,m,ZMQP,18.0
1992-06-01,m,ZMQQ,23.6
1992-06-01,m,ZMQR,7.5
1992-06-01,m,ZSDR,12.3
1992-06-01,m,ZSDS,4.8
1992-07-01,q,BCJA,2822.3
1992-07-01,m,BCJA,2774.0
1992-07-01,q,BCJB,9.5
1992-07-01,m,BCJB,9.3
1992-07-01,q,BCJD,2772.9
1992-07-01,m,BCJD,2733.2
1992-07-01,q,BCJE,9.3
1992-07-01,m,BCJE,9.2
1992-07-01,q,BCJG,2711.6
1992-07-01,m,BCJG,2663.8
1992-07-01,q,BCJH,9.3
1992-07-01,m,BCJH,9.2
1992-07-01,q,BCJI,2056.6
1992-07-01,m,BCJI,2026.1
1992-07-01,q,BCJJ,655.0
1992-07-01,m,BCJJ,637.7
1992-07-01,q,BCKB,238.9
1992-07-01,m,BCKB,235.3
1992-07-01,q,BCKC,176.6
1992-07-01,m,BCKC,174.5
1992-07-01,q,BCKF,210.4
1992-07-01,m,BCKF,205.1
1992-07-01,q,BCKG,275.8
1992-07-01,m,BCKG,270.8
1992-07-01,q,BCKI,127.6
1992-07-01,m,BCKI,125.2
1992-07-01,q,BCKJ,245.4
1992-07-01,m,BCKJ,246.2
1992-07-01,q,BCKK,110.6
1992-07-01,m,BCKK,110.1
1992-07-01,q,DPAA,2139.7
1992-07-01,m,DPAA,2108.7
1992-07-01,q,DPAB,682.6
1992-07-01,m,DPAB,665.3
1992-07-01,q,DPAC,12.8
1992-07-01,m,DPAC,12.6
1992-07-01,q,DPAD,5.3
1992-07-01,m,DPAD,5.1
1992-07-01,q,DPAE,2134.4
1992-07-01,m,DPAE,2103.9
1992-07-01,q,DPAF,638.4
1992-07-01,m,DPAF,629.3
1992-07-01,q,DPAG,2667.9
1992-07-01,m,DPAG,2628.6
1992-07-01,q,DPAH,12.7
1992-07-01,m,DPAH,12.5
1992-07-01,q,DPAI,4.9
1992-07-01,m,DPAI,4.9
1992-07-01,q,DPAJ,9.2
1992-07-01,m,DPAJ,9.1
1992-07-01,q,DPAM,9.6
1992-07-01,m,DPAM,9.5
1992-07-01,q,DPAN,8.8
1992-07-01,m,DPAN,8.7
1992-07-01,q,DPAQ,8.9
1992-07-01,m,DPAQ,8.7
1992-07-01,q,DPAR,10.1
1992-07-01,m,DPAR,10.0
1992-07-01,q,DPAT,9.7
1992-07-01,m,DPAT,9.5
1992-07-01,q,DPAU,9.2
1992-07-01,m,DPAU,9.2
1992-07-01,q,DPAV,14.5
1992-07-01,m,DPAV,14.5
1992-07-01,q,DPAX,235.1
1992-07-01,m,DPAX,232.4
1992-07-01,q,DPAY,173.9
1992-07-01,m,DPAY,172.1
1992-07-01,q,DPBB,210.4
1992-07-01,m,DPBB,206.6
1992-07-01,q,DPBC,269.7
1992-07-01,m,DPBC,266.1
1992-07-01,q,DPBE,125.9
1992-07-01,m,DPBE,124.1
1992-07-01,q,DPBF,237.1
1992-07-01,m,DPBF,235.2
1992-07-01,q,DPBG,104.9
1992-07-01,m,DPBG,104.6
1992-07-01,q,DPBI,9.4
1992-07-01,m,DPBI,9.3
1992-07-01,q,DPBJ,8.6
1992-07-01,m,DPBJ,8.5
1992-07-01,q,DPBM,8.9
1992-07-01,m,DPBM,8.7
1992-07-01,q,DPBN,9.9
1992-07-01,m,DPBN,9.8
1992-07-01,q,DPBP,9.5
1992-07-01,m,DPBP,9.4
1992-07-01,q,DPBQ,8.9
1992-07-01,m,DPBQ,8.8
1992-07-01,q,DPBR,13.8
1992-07-01,m,DPBR,13.8
1992-07-01,q,DPCF,139.7
1992-07-01,m,DPCF,138.2
1992-07-01,q,DPCI,211.1
1992-07-01,m,DPCI,206.0
1992-07-01,q,DPCJ,442.9
1992-07-01,m,DPCJ,432.4
1992-07-01,q,DPCK,297.5
1992-07-01,m,DPCK,288.8
1992-07-01,q,DPDA,11.4
1992-07-01,m,DPDA,11.3
1992-07-01,q,DPDD,8.3
1992-07-01,m,DPDD,8.1
1992-07-01,q,DPDE,10.3
1992-07-01,m,DPDE,10.0
1992-07-01,q,DPDF,7.6
1992-07-01,m,DPDF,7.4
1992-07-01,q,DPDG,138.1
1992-07-01,m,DPDG,136.7
1992-07-01,q,DPDJ,210.0
1992-07-01,m,DPDJ,205.1
1992-07-01,q,DPDK,433.7
1992-07-01,m,DPDK,426.2
1992-07-01,q,DPDL,295.6
1992-07-01,m,DPDL,288.9
1992-07-01,q,DPDM,11.3
1992-07-01,m,DPDM,11.2
1992-07-01,q,DPDP,8.2
1992-07-01,m,DPDP,8.0
1992-07-01,q,DPDQ,10.1
1992-07-01,m,DPDQ,9.9
1992-07-01,q,DPDR,7.6
1992-07-01,m,DPDR,7.4
1992-07-01,q,IBWA,338.4
1992-07-01,m,IBWA,335.2
1992-07-01,q,IBWB,345.8
1992-07-01,q,IBWC,9.9
1992-07-01,m,IBWC,9.8
1992-07-01,q,IBWD,10.7
1992-07-01,q,IBWK,2304.4
1992-07-01,m,IBWK,2268.9
1992-07-01,q,MGSC,2815.0
1992-07-01,m,MGSC,2816.0
1992-07-01,q,VASQ,9.2
1992-07-01,m,VASQ,9.1
1992-07-01,q,VASR,2338.6
1992-07-01,m,VASR,2292.5
1992-07-01,q,VASS,9.4
1992-07-01,m,VASS,9.2
1992-07-01,q,ZMOK,159.3
1992-07-01,m,ZMOK,155.6
1992-07-01,q,ZMOL,11.0
1992-07-01,m,ZMOL,10.8
1992-07-01,q,ZMOM,50.8
1992-07-01,m,ZMOM,49.5
1992-07-01,q,ZMON,4.6
1992-07-01,m,ZMON,4.5
1992-07-01,q,ZMOO,324.7
1992-07-01,m,ZMOO,319.5
1992-07-01,q,ZMOP,13.1
1992-07-01,m,ZMOP,12.9
1992-07-01,q,ZMOQ,109.1
1992-07-01,m,ZMOQ,106.7
1992-07-01,q,ZMOR,5.9
1992-07-01,m,ZMOR,5.8
1992-07-01,q,ZMOS,229.6
1992-07-01,m,ZMOS,224.7
1992-07-01,q,ZMOT,10.7
1992-07-01,m,ZMOT,10.5
1992-07-01,q,ZMOU,66.0
1992-07-01,m,ZMOU,64.2
1992-07-01,q,ZMOV,3.8
1992-07-01,m,ZMOV,3.7
1992-07-01,q,ZMOW,160.8
1992-07-01,m,ZMOW,158.0
1992-07-01,q,ZMOX,12.1
1992-07-01,m,ZMOX,11.9
1992-07-01,q,ZMOY,49.5
1992-07-01,m,ZMOY,48.6
1992-07-01,q,ZMOZ,4.8
1992-07-01,m,ZMOZ,4.7
1992-07-01,q,ZMPA,133.3
1992-07-01,m,ZMPA,131.9
1992-07-01,q,ZMPB,11.6
1992-07-01,m,ZMPB,11.5
1992-07-01,q,ZMPC,40.6
1992-07-01,m,ZMPC,40.2
1992-07-01,q,ZMPD,4.7
1992-07-01,m,ZMPD,4.6
1992-07-01,q,ZMPE,206.7
1992-07-01,m,ZMPE,204.0
1992-07-01,q,ZMPF,13.2
1992-07-01,m,ZMPF,13.0
1992-07-01,q,ZMPG,63.0
1992-07-01,m,ZMPG,62.1
1992-07-01,q,ZMPH,5.5
1992-07-01,m,ZMPH,5.4
1992-07-01,q,ZMPI,109.7
1992-07-01,m,ZMPI,108.4
1992-07-01,q,ZMPJ,16.0
1992-07-01,m,ZMPJ,15.8
1992-07-01,q,ZMPK,28.4
1992-07-01,m,ZMPK,28.3
1992-07-01,q,ZMPL,5.3
1992-07-01,m,ZMPL,5.3
1992-07-01,q,ZMPU,264.0
1992-07-01,m,ZMPU,261.5
1992-07-01,q,ZMPV,13.7
1992-07-01,m,ZMPV,13.6
1992-07-01,q,ZMPW,74.4
1992-07-01,m,ZMPW,73.7
1992-07-01,q,ZMPX,5.0
1992-07-01,m,ZMPX,4.9
1992-07-01,q,ZMPY,182.9
1992-07-01,m,ZMPY,180.9
1992-07-01,q,ZMPZ,13.1
1992-07-01,m,ZMPZ,13.0
1992-07-01,q,ZMQA,52.2
1992-07-01,m,ZMQA,51.5
1992-07-01,q,ZMQB,4.8
1992-07-01,m,ZMQB,4.7
1992-07-01,q,ZMQC,99.8
1992-07-01,m,ZMQC,98.2
1992-07-01,q,ZMQD,13.3
1992-07-01,m,ZMQD,13.1
1992-07-01,q,ZMQE,26.1
1992-07-01,m,ZMQE,25.9
1992-07-01,q,ZMQF,4.5
1992-07-01,m,ZMQF,4.5
1992-07-01,q,ZMQG,182.7
1992-07-01,m,ZMQG,180.4
1992-07-01,q,ZMQH,12.3
1992-07-01,m,ZMQH,12.1
1992-07-01,q,ZMQI,54.4
1992-07-01,m,ZMQI,54.8
1992-07-01,q,ZMQJ,4.6
1992-07-01,m,ZMQJ,4.7
1992-07-01,q,ZMQK,1770.5
1992-07-01,m,ZMQK,1744.2
1992-07-01,q,ZMQL,12.6
1992-07-01,m,ZMQL,12.4
1992-07-01,q,ZMQM,533.9
1992-07-01,m,ZMQM,524.7
1992-07-01,q,ZMQN,4.9
1992-07-01,m,ZMQN,4.8
1992-07-01,q,ZMQO,81.0
1992-07-01,m,ZMQO,80.8
1992-07-01,q,ZMQP,18.1
1992-07-01,m,ZMQP,18.1
1992-07-01,q,ZMQQ,23.9
1992-07-01,m,ZMQQ,23.8
1992-07-01,q,ZMQR,7.6
1992-07-01,m,ZMQR,7.6
1992-07-01,q,ZSDR,12.6
1992-07-01,m,ZSDR,12.4
1992-07-01,q,ZSDS,4.9
1992-07-01,m,ZSDS,4.8
1992-08-01,m,BCJA,2845.5
1992-08-01,m,BCJB,9.6
1992-08-01,m,BCJD,2777.7
1992-08-01,m,BCJE,9.3
1992-08-01,m,BCJG,2734.1
1992-08-01,m,BCJH,9.4
1992-08-01,m,BCJI,2066.1
1992-08-01,m,BCJJ,668.0
1992-08-01,m,BCKB,240.2
1992-08-01,m,BCKC,177.7
1992-08-01,m,BCKF,212.3
1992-08-01,m,BCKG,278.0
1992-08-01,m,BCKI,128.4
1992-08-01,m,BCKJ,249.1
1992-08-01,m,BCKK,111.4
1992-08-01,m,DPAA,2149.4
1992-08-01,m,DPAB,696.1
1992-08-01,m,DPAC,12.8
1992-08-01,m,DPAD,5.4
1992-08-01,m,DPAE,2138.0
1992-08-01,m,DPAF,639.7
1992-08-01,m,DPAG,2672.6
1992-08-01,m,DPAH,12.7
1992-08-01,m,DPAI,4.9
1992-08-01,m,DPAJ,9.2
1992-08-01,m,DPAM,9.6
1992-08-01,m,DPAN,8.8
1992-08-01,m,DPAQ,9.0
1992-08-01,m,DPAR,10.2
1992-08-01,m,DPAT,9.7
1992-08-01,m,DPAU,9.4
1992-08-01,m,DPAV,14.6
1992-08-01,m,DPAX,235.1
1992-08-01,m,DPAY,173.8
1992-08-01,m,DPBB,211.0
1992-08-01,m,DPBC,270.5
1992-08-01,m,DPBE,126.0
1992-08-01,m,DPBF,236.9
1992-08-01,m,DPBG,105.1
1992-08-01,m,DPBI,9.4
1992-08-01,m,DPBJ,8.6
1992-08-01,m,DPBM,8.9
1992-08-01,m,DPBN,9.9
1992-08-01,m,DPBP,9.5
1992-08-01,m,DPBQ,8.9
1992-08-01,m,DPBR,13.8
1992-08-01,m,DPCF,139.6
1992-08-01,m,DPCI,213.0
1992-08-01,m,DPCJ,446.5
1992-08-01,m,DPCK,301.0
1992-08-01,m,DPDA,11.4
1992-08-01,m,DPDD,8.4
1992-08-01,m,DPDE,10.4
1992-08-01,m,DPDF,7.7
1992-08-01,m,DPDG,138.0
1992-08-01,m,DPDJ,210.7
1992-08-01,m,DPDK,434.9
1992-08-01,m,DPDL,296.6
1992-08-01,m,DPDM,11.3
1992-08-01,m,DPDP,8.3
1992-08-01,m,DPDQ,10.1
1992-08-01,m,DPDR,7.6
1992-08-01,m,IBWA,339.1
1992-08-01,m,IBWC,9.9
1992-08-01,m,IBWK,2309.1
1992-08-01,m,MGSC,2815.0
1992-08-01,m,VASQ,9.2
1992-08-01,m,VASR,2356.6
1992-08-01,m,VASS,9.5
1992-08-01,m,ZMOK,159.8
1992-08-01,m,ZMOL,11.1
1992-08-01,m,ZMOM,50.9
1992-08-01,m,ZMON,4.6
1992-08-01,m,ZMOO,325.5
1992-08-01,m,ZMOP,13.2
1992-08-01,m,ZMOQ,109.4
1992-08-01,m,ZMOR,5.9
1992-08-01,m,ZMOS,230.3
1992-08-01,m,ZMOT,10.7
1992-08-01,m,ZMOU,66.3
1992-08-01,m,ZMOV,3.8
1992-08-01,m,ZMOW,161.3
1992-08-01,m,ZMOX,12.2
1992-08-01,m,ZMOY,49.7
1992-08-01,m,ZMOZ,4.8
1992-08-01,m,ZMPA,133.2
1992-08-01,m,ZMPB,11.6
1992-08-01,m,ZMPC,40.6
1992-08-01,m,ZMPD,4.7
1992-08-01,m,ZMPE,207.2
1992-08-01,m,ZMPF,13.2
1992-08-01,m,ZMPG,63.3
1992-08-01,m,ZMPH,5.5
1992-08-01,m,ZMPI,109.6
1992-08-01,m,ZMPJ,16.0
1992-08-01,m,ZMPK,28.4
1992-08-01,m,ZMPL,5.3
1992-08-01,m,ZMPU,264.3
1992-08-01,m,ZMPV,13.7
1992-08-01,m,ZMPW,74.8
1992-08-01,m,ZMPX,5.0
1992-08-01,m,ZMPY,182.9
1992-08-01,m,ZMPZ,13.1
1992-08-01,m,ZMQA,52.2
1992-08-01,m,ZMQB,4.8
1992-08-01,m,ZMQC,100.0
1992-08-01,m,ZMQD,13.4
1992-08-01,m,ZMQE,26.0
1992-08-01,m,ZMQF,4.5
1992-08-01,m,ZMQG,182.8
1992-08-01,m,ZMQH,12.3
1992-08-01,m,ZMQI,54.1
1992-08-01,m,ZMQJ,4.6
1992-08-01,m,ZMQK,1773.6
1992-08-01,m,ZMQL,12.6
1992-08-01,m,ZMQM,535.5
1992-08-01,m,ZMQN,4.9
1992-08-01,m,ZMQO,81.1
1992-08-01,m,ZMQP,18.1
1992-08-01,m,ZMQQ,24.0
1992-08-01,m,ZMQR,7.7
1992-08-01,m,ZSDR,12.6
1992-08-01,m,ZSDS,4.9
1992-09-01,m,BCJA,2847.4
1992-09-01,m,BCJB,9.6
1992-09-01,m,BCJD,2807.7
1992-09-01,m,BCJE,9.4
1992-09-01,m,BCJG,2737.0
1992-09-01,m,BCJH,9.4
1992-09-01,m,BCJI,2077.6
1992-09-01,m,BCJJ,659.4
1992-09-01,m,BCKB,241.2
1992-09-01,m,BCKC,177.6
1992-09-01,m,BCKF,213.8
1992-09-01,m,BCKG,278.5
1992-09-01,m,BCKI,129.3
1992-09-01,m,BCKJ,240.9
1992-09-01,m,BCKK,110.4
1992-09-01,m,DPAA,2160.9
1992-09-01,m,DPAB,686.5
1992-09-01,m,DPAC,12.9
1992-09-01,m,DPAD,5.3
1992-09-01,m,DPAE,2161.4
1992-09-01,m,DPAF,646.3
1992-09-01,m,DPAG,2702.6
1992-09-01,m,DPAH,12.9
1992-09-01,m,DPAI,5.0
1992-09-01,m,DPAJ,9.3
1992-09-01,m,DPAM,9.7
1992-09-01,m,DPAN,8.8
1992-09-01,m,DPAQ,9.0
1992-09-01,m,DPAR,10.2
1992-09-01,m,DPAT,9.8
1992-09-01,m,DPAU,9.0
1992-09-01,m,DPAV,14.5
1992-09-01,m,DPAX,237.8
1992-09-01,m,DPAY,175.7
1992-09-01,m,DPBB,213.5
1992-09-01,m,DPBC,272.4
1992-09-01,m,DPBE,127.7
1992-09-01,m,DPBF,239.2
1992-09-01,m,DPBG,105.1
1992-09-01,m,DPBI,9.6
1992-09-01,m,DPBJ,8.7
1992-09-01,m,DPBM,9.0
1992-09-01,m,DPBN,10.0
1992-09-01,m,DPBP,9.7
1992-09-01,m,DPBQ,9.0
1992-09-01,m,DPBR,13.8
1992-09-01,m,DPCF,141.3
1992-09-01,m,DPCI,214.4
1992-09-01,m,DPCJ,449.7
1992-09-01,m,DPCK,302.6
1992-09-01,m,DPDA,11.6
1992-09-01,m,DPDD,8.4
1992-09-01,m,DPDE,10.4
1992-09-01,m,DPDF,7.8
1992-09-01,m,DPDG,139.5
1992-09-01,m,DPDJ,214.3
1992-09-01,m,DPDK,440.1
1992-09-01,m,DPDL,301.4
1992-09-01,m,DPDM,11.4
1992-09-01,m,DPDP,8.4
1992-09-01,m,DPDQ,10.2
1992-09-01,m,DPDR,7.7
1992-09-01,m,IBWA,341.0
1992-09-01,m,IBWC,9.9
1992-09-01,m,IBWK,2335.1
1992-09-01,m,MGSC,2850.0
1992-09-01,m,VASQ,9.3
1992-09-01,m,VASR,2366.7
1992-09-01,m,VASS,9.5
1992-09-01,m,ZMOK,162.4
1992-09-01,m,ZMOL,11.2
1992-09-01,m,ZMOM,51.9
1992-09-01,m,ZMON,4.7
1992-09-01,m,ZMOO,329.0
1992-09-01,m,ZMOP,13.3
1992-09-01,m,ZMOQ,111.1
1992-09-01,m,ZMOR,6.0
1992-09-01,m,ZMOS,233.9
1992-09-01,m,ZMOT,10.9
1992-09-01,m,ZMOU,67.5
1992-09-01,m,ZMOV,3.8
1992-09-01,m,ZMOW,163.2
1992-09-01,m,ZMOX,12.3
1992-09-01,m,ZMOY,50.3
1992-09-01,m,ZMOZ,4.8
1992-09-01,m,ZMPA,134.7
1992-09-01,m,ZMPB,11.8
1992-09-01,m,ZMPC,41.0
1992-09-01,m,ZMPD,4.7
1992-09-01,m,ZMPE,208.8
1992-09-01,m,ZMPF,13.3
1992-09-01,m,ZMPG,63.6
1992-09-01,m,ZMPH,5.5
1992-09-01,m,ZMPI,111.0
1992-09-01,m,ZMPJ,16.2
1992-09-01,m,ZMPK,28.5
1992-09-01,m,ZMPL,5.3
1992-09-01,m,ZMPU,266.2
1992-09-01,m,ZMPV,13.8
1992-09-01,m,ZMPW,74.8
1992-09-01,m,ZMPX,5.0
1992-09-01,m,ZMPY,184.9
1992-09-01,m,ZMPZ,13.3
1992-09-01,m,ZMQA,52.9
1992-09-01,m,ZMQB,4.8
1992-09-01,m,ZMQC,101.3
1992-09-01,m,ZMQD,13.5
1992-09-01,m,ZMQE,26.4
1992-09-01,m,ZMQF,4.6
1992-09-01,m,ZMQG,184.8
1992-09-01,m,ZMQH,12.4
1992-09-01,m,ZMQI,54.4
1992-09-01,m,ZMQJ,4.6
1992-09-01,m,ZMQK,1793.6
1992-09-01,m,ZMQL,12.7
1992-09-01,m,ZMQM,541.5
1992-09-01,m,ZMQN,5.0
1992-09-01,m,ZMQO,81.2
1992-09-01,m,ZMQP,18.1
1992-09-01,m,ZMQQ,23.9
1992-09-01,m,ZMQR,7.6
1992-09-01,m,ZSDR,12.7
1992-09-01,m,ZSDS,4.9
1992-10-01,q,BCJA,2887.3
1992-10-01,m,BCJA,2814.4
1992-10-01,q,BCJB,9.7
1992-10-01,m,BCJB,9.5
1992-10-01,q,BCJD,2899.2
1992-10-01,m,BCJD,2848.4
1992-10-01,q,BCJE,9.7
1992-10-01,m,BCJE,9.6
1992-10-01,q,BCJG,2781.8
1992-10-01,m,BCJG,2708.0
1992-10-01,q,BCJH,9.6
1992-10-01,m,BCJH,9.3
1992-10-01,q,BCJI,2135.9
1992-10-01,m,BCJI,2070.6
1992-10-01,q,BCJJ,645.8
1992-10-01,m,BCJJ,637.4
1992-10-01,q,BCKB,243.4
1992-10-01,m,BCKB,236.8
1992-10-01,q,BCKC,180.5
1992-10-01,m,BCKC,174.7
1992-10-01,q,BCKF,220.4
1992-10-01,m,BCKF,212.2
1992-10-01,q,BCKG,280.1
1992-10-01,m,BCKG,274.2
1992-10-01,q,BCKI,130.5
1992-10-01,m,BCKI,127.2
1992-10-01,q,BCKJ,244.9
1992-10-01,m,BCKJ,239.9
1992-10-01,q,BCKK,105.5
1992-10-01,m,BCKK,106.4
1992-10-01,q,DPAA,2217.1
1992-10-01,m,DPAA,2151.9
1992-10-01,q,DPAB,670.2
1992-10-01,m,DPAB,662.5
1992-10-01,q,DPAC,13.2
1992-10-01,m,DPAC,12.8
1992-10-01,q,DPAD,5.2
1992-10-01,m,DPAD,5.1
1992-10-01,q,DPAE,2233.1
1992-10-01,m,DPAE,2193.7
1992-10-01,q,DPAF,666.1
1992-10-01,m,DPAF,654.7
1992-10-01,q,DPAG,2794.0
1992-10-01,m,DPAG,2743.3
1992-10-01,q,DPAH,13.3
1992-10-01,m,DPAH,13.1
1992-10-01,q,DPAI,5.1
1992-10-01,m,DPAI,5.0
1992-10-01,q,DPAJ,9.6
1992-10-01,m,DPAJ,9.5
1992-10-01,q,DPAM,9.8
1992-10-01,m,DPAM,9.5
1992-10-01,q,DPAN,9.0
1992-10-01,m,DPAN,8.7
1992-10-01,q,DPAQ,9.3
1992-10-01,m,DPAQ,9.0
1992-10-01,q,DPAR,10.3
1992-10-01,m,DPAR,10.1
1992-10-01,q,DPAT,9.9
1992-10-01,m,DPAT,9.6
1992-10-01,q,DPAU,9.2
1992-10-01,m,DPAU,9.0
1992-10-01,q,DPAV,13.9
1992-10-01,m,DPAV,14.0
1992-10-01,q,DPAX,244.9
1992-10-01,m,DPAX,240.2
1992-10-01,q,DPAY,182.7
1992-10-01,m,DPAY,178.8
1992-10-01,q,DPBB,219.7
1992-10-01,m,DPBB,215.3
1992-10-01,q,DPBC,282.6
1992-10-01,m,DPBC,277.4
1992-10-01,q,DPBE,130.7
1992-10-01,m,DPBE,129.2
1992-10-01,q,DPBF,244.8
1992-10-01,m,DPBF,242.4
1992-10-01,q,DPBG,105.2
1992-10-01,m,DPBG,105.1
1992-10-01,q,DPBI,9.8
1992-10-01,m,DPBI,9.6
1992-10-01,q,DPBJ,9.1
1992-10-01,m,DPBJ,8.9
1992-10-01,q,DPBM,9.3
1992-10-01,m,DPBM,9.1
1992-10-01,q,DPBN,10.4
1992-10-01,m,DPBN,10.2
1992-10-01,q,DPBP,9.9
1992-10-01,m,DPBP,9.8
1992-10-01,q,DPBQ,9.2
1992-10-01,m,DPBQ,9.1
1992-10-01,q,DPBR,13.8
1992-10-01,m,DPBR,13.8
1992-10-01,q,DPCF,144.4
1992-10-01,m,DPCF,139.8
1992-10-01,q,DPCI,221.2
1992-10-01,m,DPCI,213.8
1992-10-01,q,DPCJ,456.4
1992-10-01,m,DPCJ,447.6
1992-10-01,q,DPCK,315.3
1992-10-01,m,DPCK,303.2
1992-10-01,q,DPDA,11.8
1992-10-01,m,DPDA,11.4
1992-10-01,q,DPDD,8.7
1992-10-01,m,DPDD,8.4
1992-10-01,q,DPDE,10.6
1992-10-01,m,DPDE,10.4
1992-10-01,q,DPDF,8.1
1992-10-01,m,DPDF,7.8
1992-10-01,q,DPDG,144.6
1992-10-01,m,DPDG,141.4
1992-10-01,q,DPDJ,223.5
1992-10-01,m,DPDJ,218.6
1992-10-01,q,DPDK,456.5
1992-10-01,m,DPDK,448.0
1992-10-01,q,DPDL,316.4
