date,freq,variable,value
1968-07-01,q,DPBJ,1.9
1968-07-01,m,DPBJ,1.8
1968-07-01,q,DPBM,2.5
1968-07-01,m,DPBM,2.4
1968-07-01,q,DPBN,1.9
1968-07-01,m,DPBN,1.9
1968-07-01,q,DPBP,3.9
1968-07-01,m,DPBP,3.9
1968-07-01,q,DPBQ,3.7
1968-07-01,m,DPBQ,3.7
1968-07-01,q,DPBR,7.0
1968-08-01,m,DPAJ,2.4
1968-08-01,m,DPBI,2.6
1968-08-01,m,DPBJ,1.9
1968-08-01,m,DPBM,2.5
1968-08-01,m,DPBN,1.9
1968-08-01,m,DPBP,3.9
1968-08-01,m,DPBQ,3.8
1968-09-01,m,DPAJ,2.3
1968-09-01,m,DPBI,2.5
1968-09-01,m,DPBJ,1.9
1968-09-01,m,DPBM,2.5
1968-09-01,m,DPBN,1.9
1968-09-01,m,DPBP,3.9
1968-09-01,m,DPBQ,3.6
1968-10-01,q,DPAJ,2.3
1968-10-01,m,DPAJ,2.3
1968-10-01,q,DPBI,2.5
1968-10-01,m,DPBI,2.5
1968-10-01,q,DPBJ,1.9
1968-10-01,m,DPBJ,1.9
1968-10-01,q,DPBM,2.5
1968-10-01,m,DPBM,2.5
1968-10-01,q,DPBN,1.8
1968-10-01,m,DPBN,1.9
1968-10-01,q,DPBP,3.8
1968-10-01,m,DPBP,3.8
1968-10-01,q,DPBQ,3.6
1968-10-01,m,DPBQ,3.6
1968-10-01,q,DPBR,7.2
1968-11-01,m,DPAJ,2.3
1968-11-01,m,DPBI,2.5
1968-11-01,m,DPBJ,1.9
1968-11-01,m,DPBM,2.5
1968-11-01,m,DPBN,1.8
1968-11-01,m,DPBP,3.8
1968-11-01,m,DPBQ,3.6
1968-12-01,m,DPAJ,2.3
1968-12-01,m,DPBI,2.4
1968-12-01,m,DPBJ,1.9
1968-12-01,m,DPBM,2.4
1968-12-01,m,DPBN,1.8
1968-12-01,m,DPBP,3.8
1968-12-01,m,DPBQ,3.5
1969-01-01,a,BCJA,597.0
1969-01-01,a,DPAJ,2.3
1969-01-01,q,DPAJ,2.3
1969-01-01,m,DPAJ,2.3
1969-01-01,a,DPBI,2.5
1969-01-01,q,DPBI,2.5
1969-01-01,m,DPBI,2.5
1969-01-01,a,DPBJ,1.9
1969-01-01,q,DPBJ,1.9
1969-01-01,m,DPBJ,1.9
1969-01-01,a,DPBM,2.6
1969-01-01,q,DPBM,2.5
1969-01-01,m,DPBM,2.5
1969-01-01,a,DPBN,1.7
1969-01-01,q,DPBN,1.7
1969-01-01,m,DPBN,1.7
1969-01-01,a,DPBP,3.9
1969-01-01,q,DPBP,3.9
1969-01-01,m,DPBP,3.9
1969-01-01,a,DPBQ,3.6
1969-01-01,q,DPBQ,3.6
1969-01-01,m,DPBQ,3.7
1969-01-01,a,DPBR,6.9
1969-01-01,q,DPBR,7.1
1969-02-01,m,DPAJ,2.3
1969-02-01,m,DPBI,2.5
1969-02-01,m,DPBJ,1.9
1969-02-01,m,DPBM,2.5
1969-02-01,m,DPBN,1.7
1969-02-01,m,DPBP,3.9
1969-02-01,m,DPBQ,3.6
1969-03-01,m,DPAJ,2.3
1969-03-01,m,DPBI,2.5
1969-03-01,m,DPBJ,1.9
1969-03-01,m,DPBM,2.6
1969-03-01,m,DPBN,1.7
1969-03-01,m,DPBP,3.9
1969-03-01,m,DPBQ,3.6
1969-04-01,q,DPAJ,2.3
1969-04-01,m,DPAJ,2.3
1969-04-01,q,DPBI,2.4
1969-04-01,m,DPBI,2.5
1969-04-01,q,DPBJ,1.9
1969-04-01,m,DPBJ,1.9
1969-04-01,q,DPBM,2.6
1969-04-01,m,DPBM,2.6
1969-04-01,q,DPBN,1.6
1969-04-01,m,DPBN,1.7
1969-04-01,q,DPBP,3.8
1969-04-01,m,DPBP,3.9
1969-04-01,q,DPBQ,3.5
1969-04-01,m,DPBQ,3.5
1969-04-01,q,DPBR,6.9
1969-05-01,m,DPAJ,2.2
1969-05-01,m,DPBI,2.4
1969-05-01,m,DPBJ,1.8
1969-05-01,m,DPBM,2.6
1969-05-01,m,DPBN,1.6
1969-05-01,m,DPBP,3.8
1969-05-01,m,DPBQ,3.4
1969-06-01,m,DPAJ,2.3
1969-06-01,m,DPBI,2.4
1969-06-01,m,DPBJ,1.9
1969-06-01,m,DPBM,2.5
1969-06-01,m,DPBN,1.6
1969-06-01,m,DPBP,3.8
1969-06-01,m,DPBQ,3.5
1969-07-01,q,DPAJ,2.3
1969-07-01,m,DPAJ,2.3
1969-07-01,q,DPBI,2.6
1969-07-01,m,DPBI,2.5
1969-07-01,q,DPBJ,1.9
1969-07-01,m,DPBJ,1.9
1969-07-01,q,DPBM,2.8
1969-07-01,m,DPBM,2.7
1969-07-01,q,DPBN,1.8
1969-07-01,m,DPBN,1.7
1969-07-01,q,DPBP,4.0
1969-07-01,m,DPBP,3.9
1969-07-01,q,DPBQ,3.7
1969-07-01,m,DPBQ,3.7
1969-07-01,q,DPBR,6.7
1969-08-01,m,DPAJ,2.3
1969-08-01,m,DPBI,2.6
1969-08-01,m,DPBJ,1.9
1969-08-01,m,DPBM,2.8
1969-08-01,m,DPBN,1.8
1969-08-01,m,DPBP,4.0
1969-08-01,m,DPBQ,3.7
1969-09-01,m,DPAJ,2.3
1969-09-01,m,DPBI,2.6
1969-09-01,m,DPBJ,1.9
1969-09-01,m,DPBM,2.8
1969-09-01,m,DPBN,1.8
1969-09-01,m,DPBP,4.1
1969-09-01,m,DPBQ,3.6
1969-10-01,q,DPAJ,2.4
1969-10-01,m,DPAJ,2.3
1969-10-01,q,DPBI,2.6
1969-10-01,m,DPBI,2.6
1969-10-01,q,DPBJ,1.9
1969-10-01,m,DPBJ,1.9
1969-10-01,q,DPBM,2.7
1969-10-01,m,DPBM,2.7
1969-10-01,q,DPBN,1.8
1969-10-01,m,DPBN,1.8
1969-10-01,q,DPBP,3.9
1969-10-01,m,DPBP,4.0
1969-10-01,q,DPBQ,3.7
1969-10-01,m,DPBQ,3.6
1969-10-01,q,DPBR,6.7
1969-11-01,m,DPAJ,2.4
1969-11-01,m,DPBI,2.6
1969-11-01,m,DPBJ,1.9
1969-11-01,m,DPBM,2.7
1969-11-01,m,DPBN,1.7
1969-11-01,m,DPBP,3.9
1969-11-01,m,DPBQ,3.7
1969-12-01,m,DPAJ,2.4
1969-12-01,m,DPBI,2.6
1969-12-01,m,DPBJ,2.0
1969-12-01,m,DPBM,2.7
1969-12-01,m,DPBN,1.8
1969-12-01,m,DPBP,3.9
1969-12-01,m,DPBQ,3.8
1970-01-01,a,BCJA,639.9
1970-01-01,a,DPAJ,2.5
1970-01-01,q,DPAJ,2.4
1970-01-01,m,DPAJ,2.4
1970-01-01,a,DPBI,2.8
1970-01-01,q,DPBI,2.7
1970-01-01,m,DPBI,2.7
1970-01-01,a,DPBJ,2.2
1970-01-01,q,DPBJ,2.1
1970-01-01,m,DPBJ,2.1
1970-01-01,a,DPBM,2.7
1970-01-01,q,DPBM,2.7
1970-01-01,m,DPBM,2.7
1970-01-01,a,DPBN,1.9
1970-01-01,q,DPBN,1.8
1970-01-01,m,DPBN,1.8
1970-01-01,a,DPBP,3.8
1970-01-01,q,DPBP,3.9
1970-01-01,m,DPBP,3.9
1970-01-01,a,DPBQ,4.1
1970-01-01,q,DPBQ,3.8
1970-01-01,m,DPBQ,3.8
1970-01-01,a,DPBR,6.6
1970-01-01,q,DPBR,6.5
1970-02-01,m,DPAJ,2.4
1970-02-01,m,DPBI,2.7
1970-02-01,m,DPBJ,2.1
1970-02-01,m,DPBM,2.7
1970-02-01,m,DPBN,1.8
1970-02-01,m,DPBP,3.9
1970-02-01,m,DPBQ,3.8
1970-03-01,m,DPAJ,2.5
1970-03-01,m,DPBI,2.8
1970-03-01,m,DPBJ,2.2
1970-03-01,m,DPBM,2.8
1970-03-01,m,DPBN,1.9
1970-03-01,m,DPBP,3.9
1970-03-01,m,DPBQ,3.9
1970-04-01,q,DPAJ,2.5
1970-04-01,m,DPAJ,2.5
1970-04-01,q,DPBI,2.8
1970-04-01,m,DPBI,2.8
1970-04-01,q,DPBJ,2.2
1970-04-01,m,DPBJ,2.2
1970-04-01,q,DPBM,2.7
1970-04-01,m,DPBM,2.8
1970-04-01,q,DPBN,1.9
1970-04-01,m,DPBN,1.9
1970-04-01,q,DPBP,3.8
1970-04-01,m,DPBP,3.9
1970-04-01,q,DPBQ,4.0
1970-04-01,m,DPBQ,3.9
1970-04-01,q,DPBR,6.5
1970-05-01,m,DPAJ,2.5
1970-05-01,m,DPBI,2.8
1970-05-01,m,DPBJ,2.2
1970-05-01,m,DPBM,2.7
1970-05-01,m,DPBN,1.8
1970-05-01,m,DPBP,3.8
1970-05-01,m,DPBQ,4.0
1970-06-01,m,DPAJ,2.5
1970-06-01,m,DPBI,2.7
1970-06-01,m,DPBJ,2.2
1970-06-01,m,DPBM,2.7
1970-06-01,m,DPBN,1.9
1970-06-01,m,DPBP,3.7
1970-06-01,m,DPBQ,4.0
1970-07-01,q,DPAJ,2.5
1970-07-01,m,DPAJ,2.5
1970-07-01,q,DPBI,2.8
1970-07-01,m,DPBI,2.8
1970-07-01,q,DPBJ,2.3
1970-07-01,m,DPBJ,2.2
1970-07-01,q,DPBM,2.7
1970-07-01,m,DPBM,2.7
1970-07-01,q,DPBN,1.9
1970-07-01,m,DPBN,1.9
1970-07-01,q,DPBP,3.7
1970-07-01,m,DPBP,3.7
1970-07-01,q,DPBQ,4.2
1970-07-01,m,DPBQ,4.1
1970-07-01,q,DPBR,6.7
1970-08-01,m,DPAJ,2.5
1970-08-01,m,DPBI,2.8
1970-08-01,m,DPBJ,2.3
1970-08-01,m,DPBM,2.7
1970-08-01,m,DPBN,1.9
1970-08-01,m,DPBP,3.7
1970-08-01,m,DPBQ,4.2
1970-09-01,m,DPAJ,2.5
1970-09-01,m,DPBI,2.8
1970-09-01,m,DPBJ,2.3
1970-09-01,m,DPBM,2.8
1970-09-01,m,DPBN,2.0
1970-09-01,m,DPBP,3.7
1970-09-01,m,DPBQ,4.3
1970-10-01,q,DPAJ,2.5
1970-10-01,m,DPAJ,2.5
1970-10-01,q,DPBI,2.8
1970-10-01,m,DPBI,2.7
1970-10-01,q,DPBJ,2.2
1970-10-01,m,DPBJ,2.2
1970-10-01,q,DPBM,2.8
1970-10-01,m,DPBM,2.7
1970-10-01,q,DPBN,2.0
1970-10-01,m,DPBN,2.0
1970-10-01,q,DPBP,3.7
1970-10-01,m,DPBP,3.6
1970-10-01,q,DPBQ,4.5
1970-10-01,m,DPBQ,4.4
1970-10-01,q,DPBR,6.7
1970-11-01,m,DPAJ,2.5
1970-11-01,m,DPBI,2.8
1970-11-01,m,DPBJ,2.2
1970-11-01,m,DPBM,2.8
1970-11-01,m,DPBN,2.0
1970-11-01,m,DPBP,3.7
1970-11-01,m,DPBQ,4.5
1970-12-01,m,DPAJ,2.6
