geography_code,geography_name,age,gender,Claimant count,Population estimate,Claimants percentage
E14000696,Erith and Thamesmead,Aged 16-24,Total,670.0,12582.0,5.3250675568272134
E14000697,Esher and Walton,Aged 16+,Total,1510.0,88862.0,1.6992640273682789
E14000697,Esher and Walton,Aged 16-24,Total,225.0,9251.0,2.4321694951897093
E14000698,Exeter,Aged 16+,Total,1745.0,100612.0,1.7343855603705323
E14000698,Exeter,Aged 16-24,Total,370.0,24992.0,1.4804737516005122
E14000699,Fareham,Aged 16+,Total,1080.0,84710.0,1.274938023846063
E14000699,Fareham,Aged 16-24,Total,205.0,9011.0,2.274997225613139
E14000700,Faversham and Mid Kent,Aged 16+,Total,1820.0,81338.0,2.237576532494037
E14000700,Faversham and Mid Kent,Aged 16-24,Total,310.0,8764.0,3.5371976266544958
E14000701,Feltham and Heston,Aged 16+,Total,5415.0,103942.0,5.209636143233727
E14000701,Feltham and Heston,Aged 16-24,Total,755.0,13736.0,5.496505532906232
E14000702,Filton and Bradley Stoke,Aged 16+,Total,1345.0,87123.0,1.5437944056104589
E14000702,Filton and Bradley Stoke,Aged 16-24,Total,240.0,14402.0,1.6664352173309263
E14000703,Finchley and Golders Green,Aged 16+,Total,3795.0,106321.0,3.5693795205086483
E14000703,Finchley and Golders Green,Aged 16-24,Total,425.0,12565.0,3.3824114604058897
E14000704,Folkestone and Hythe,Aged 16+,Total,2845.0,98774.0,2.880312632879098
E14000704,Folkestone and Hythe,Aged 16-24,Total,555.0,9911.0,5.599838563212592
E14000705,Forest of Dean,Aged 16+,Total,1535.0,76786.0,1.9990623290704037
E14000705,Forest of Dean,Aged 16-24,Total,250.0,8785.0,2.8457598178713717
E14000706,Fylde,Aged 16+,Total,1450.0,73498.0,1.972842798443495
E14000706,Fylde,Aged 16-24,Total,250.0,6589.0,3.794202458643193
E14000707,Gainsborough,Aged 16+,Total,1795.0,81974.0,2.189718691292361
E14000707,Gainsborough,Aged 16-24,Total,365.0,8065.0,4.525728456292622
E14000708,Garston and Halewood,Aged 16+,Total,2505.0,80581.0,3.108673260446011
E14000708,Garston and Halewood,Aged 16-24,Total,515.0,8470.0,6.080283353010626
E14000709,Gateshead,Aged 16+,Total,3310.0,80343.0,4.1198362022827135
E14000709,Gateshead,Aged 16-24,Total,615.0,11723.0,5.246097415337371
E14000710,Gedling,Aged 16+,Total,1825.0,78470.0,2.325729578182745
E14000710,Gedling,Aged 16-24,Total,375.0,8598.0,4.361479413817166
E14000711,Gillingham and Rainham,Aged 16+,Total,2465.0,81411.0,3.027846359828524
E14000711,Gillingham and Rainham,Aged 16-24,Total,450.0,10907.0,4.125790776565508
E14000712,Gloucester,Aged 16+,Total,2990.0,95898.0,3.1178960979373915
E14000712,Gloucester,Aged 16-24,Total,575.0,13001.0,4.422736712560573
E14000713,Gosport,Aged 16+,Total,1755.0,81419.0,2.1555165256266964
E14000713,Gosport,Aged 16-24,Total,375.0,9611.0,3.9017792113203624
E14000714,Grantham and Stamford,Aged 16+,Total,2040.0,91696.0,2.224742627813645
E14000714,Grantham and Stamford,Aged 16-24,Total,380.0,9226.0,4.118794710600477
E14000715,Gravesham,Aged 16+,Total,2990.0,83891.0,3.5641487167872596
E14000715,Gravesham,Aged 16-24,Total,515.0,10075.0,5.11166253101737
E14000716,Great Grimsby,Aged 16+,Total,2925.0,69746.0,4.193788891119204
E14000716,Great Grimsby,Aged 16-24,Total,665.0,8601.0,7.731659109405883
E14000717,Great Yarmouth,Aged 16+,Total,2950.0,81562.0,3.6168804099948506
E14000717,Great Yarmouth,Aged 16-24,Total,625.0,9297.0,6.722598687748736
E14000718,Greenwich and Woolwich,Aged 16+,Total,5255.0,106669.0,4.926454733802698
E14000718,Greenwich and Woolwich,Aged 16-24,Total,875.0,14063.0,6.222000995520159
E14000719,Guildford,Aged 16+,Total,1490.0,97836.0,1.5229567848235823
E14000719,Guildford,Aged 16-24,Total,240.0,21261.0,1.1288274305065613
E14000720,Hackney North and Stoke Newington,Aged 16+,Total,6045.0,110110.0,5.489964580873672
E14000720,Hackney North and Stoke Newington,Aged 16-24,Total,825.0,13109.0,6.293386223205431
E14000721,Hackney South and Shoreditch,Aged 16+,Total,6335.0,112860.0,5.613149034201665
E14000721,Hackney South and Shoreditch,Aged 16-24,Total,880.0,14259.0,6.1715407812609575
E14000722,Halesowen and Rowley Regis,Aged 16+,Total,2365.0,72105.0,3.279938977879481
E14000722,Halesowen and Rowley Regis,Aged 16-24,Total,480.0,8605.0,5.57815223707147
E14000723,Halifax,Aged 16+,Total,3700.0,84116.0,4.398687526748776
E14000723,Halifax,Aged 16-24,Total,805.0,10752.0,7.486979166666667
E14000724,Haltemprice and Howden,Aged 16+,Total,905.0,76073.0,1.1896467866391491
E14000724,Haltemprice and Howden,Aged 16-24,Total,150.0,7414.0,2.0231993525762073
E14000725,Halton,Aged 16+,Total,2655.0,79219.0,3.351468713313725
E14000725,Halton,Aged 16-24,Total,580.0,9336.0,6.212510711225364
E14000726,Hammersmith,Aged 16+,Total,4705.0,96038.0,4.899102438618047
E14000726,Hammersmith,Aged 16-24,Total,635.0,14060.0,4.516358463726885
E14000727,Hampstead and Kilburn,Aged 16+,Total,4175.0,124880.0,3.3432094811018582
E14000727,Hampstead and Kilburn,Aged 16-24,Total,500.0,13168.0,3.797083839611179
E14000728,Harborough,Aged 16+,Total,1485.0,88578.0,1.6764885185937817
E14000728,Harborough,Aged 16-24,Total,300.0,11118.0,2.698327037236913
E14000729,Harlow,Aged 16+,Total,3015.0,76336.0,3.9496436805701114
E14000729,Harlow,Aged 16-24,Total,495.0,8759.0,5.65133006050919
E14000730,Harrogate and Knaresborough,Aged 16+,Total,1170.0,85640.0,1.3661840261560019
E14000730,Harrogate and Knaresborough,Aged 16-24,Total,150.0,8137.0,1.8434312400147475
E14000731,Harrow East,Aged 16+,Total,2855.0,85732.0,3.330145103345308
E14000731,Harrow East,Aged 16-24,Total,345.0,10398.0,3.3179457587997696
E14000732,Harrow West,Aged 16+,Total,3245.0,87998.0,3.687583808722925
E14000732,Harrow West,Aged 16-24,Total,430.0,11013.0,3.904476527739944
E14000733,Hartlepool,Aged 16+,Total,2900.0,75841.0,3.8237892432852942
E14000733,Hartlepool,Aged 16-24,Total,630.0,9196.0,6.85080469769465
E14000734,Harwich and North Essex,Aged 16+,Total,1465.0,82336.0,1.7792945977458219
E14000734,Harwich and North Essex,Aged 16-24,Total,325.0,11805.0,2.7530707327403645
E14000735,Hastings and Rye,Aged 16+,Total,3320.0,91825.0,3.615573101007351
E14000735,Hastings and Rye,Aged 16-24,Total,655.0,9857.0,6.645023840925231
E14000736,Havant,Aged 16+,Total,2140.0,79000.0,2.7088607594936707
E14000736,Havant,Aged 16-24,Total,440.0,9027.0,4.874266090617038
E14000737,Hayes and Harlington,Aged 16+,Total,4945.0,98260.0,5.032566659881946
E14000737,Hayes and Harlington,Aged 16-24,Total,745.0,12750.0,5.843137254901961
E14000738,Hazel Grove,Aged 16+,Total,1210.0,65701.0,1.84167668680842
E14000738,Hazel Grove,Aged 16-24,Total,235.0,6473.0,3.630465008496833
E14000739,Hemel Hempstead,Aged 16+,Total,2475.0,85005.0,2.9115934356802544
E14000739,Hemel Hempstead,Aged 16-24,Total,410.0,9291.0,4.412872672478743
E14000740,Hemsworth,Aged 16+,Total,2090.0,81422.0,2.5668738178870574
E14000740,Hemsworth,Aged 16-24,Total,465.0,9100.0,5.1098901098901095
E14000741,Hendon,Aged 16+,Total,4965.0,112121.0,4.42825162101658
E14000741,Hendon,Aged 16-24,Total,650.0,15025.0,4.326123128119801
E14000742,Henley,Aged 16+,Total,1065.0,82789.0,1.286402782978415
E14000742,Henley,Aged 16-24,Total,110.0,8414.0,1.3073449013548848
E14000743,Hereford and South Herefordshire,Aged 16+,Total,1495.0,84324.0,1.77292348560315
E14000743,Hereford and South Herefordshire,Aged 16-24,Total,280.0,8797.0,3.1829032624758438
E14000744,Hertford and Stortford,Aged 16+,Total,1510.0,93807.0,1.6096879763770295
E14000744,Hertford and Stortford,Aged 16-24,Total,235.0,10466.0,2.245365946875597
E14000745,Hertsmere,Aged 16+,Total,2125.0,82921.0,2.562680141339347
E14000745,Hertsmere,Aged 16-24,Total,330.0,9714.0,3.3971587399629404
E14000746,Hexham,Aged 16+,Total,815.0,66018.0,1.2345117998121724
E14000746,Hexham,Aged 16-24,Total,130.0,6164.0,2.109020116807268
E14000747,Heywood and Middleton,Aged 16+,Total,3460.0,87062.0,3.974179320484253
E14000747,Heywood and Middleton,Aged 16-24,Total,655.0,10189.0,6.4285013249582885
E14000748,High Peak,Aged 16+,Total,1455.0,77017.0,1.8891932949868213
E14000748,High Peak,Aged 16-24,Total,290.0,8047.0,3.6038275133590156
E14000749,Hitchin and Harpenden,Aged 16+,Total,1080.0,82106.0,1.3153728107568265
E14000749,Hitchin and Harpenden,Aged 16-24,Total,180.0,8521.0,2.1124281187654033
E14000750,Holborn and St Pancras,Aged 16+,Total,4850.0,141667.0,3.4235213564203377
E14000750,Holborn and St Pancras,Aged 16-24,Total,745.0,27849.0,2.6751409386333442
E14000751,Hornchurch and Upminster,Aged 16+,Total,2565.0,89567.0,2.8637779539339268
E14000751,Hornchurch and Upminster,Aged 16-24,Total,440.0,10669.0,4.1240978535945265
E14000752,Hornsey and Wood Green,Aged 16+,Total,4535.0,101730.0,4.457878698515678
E14000752,Hornsey and Wood Green,Aged 16-24,Total,550.0,11007.0,4.996820205323885
E14000753,Horsham,Aged 16+,Total,1475.0,94157.0,1.5665324936011131
E14000753,Horsham,Aged 16-24,Total,205.0,10405.0,1.9702066314271984
E14000754,Houghton and Sunderland South,Aged 16+,Total,2190.0,72673.0,3.013498823497035
E14000754,Houghton and Sunderland South,Aged 16-24,Total,460.0,8017.0,5.737807159785456
E14000755,Hove,Aged 16+,Total,2715.0,86030.0,3.155875857259096
E14000755,Hove,Aged 16-24,Total,405.0,10172.0,3.981517892253244
E14000756,Huddersfield,Aged 16+,Total,3635.0,82263.0,4.418754482574183
E14000756,Huddersfield,Aged 16-24,Total,645.0,14719.0,4.382091174672192
E14000757,Huntingdon,Aged 16+,Total,1715.0,98763.0,1.736480260826423
E14000757,Huntingdon,Aged 16-24,Total,295.0,10443.0,2.824858757062147
E14000758,Hyndburn,Aged 16+,Total,3185.0,73763.0,4.317882949446199
E14000758,Hyndburn,Aged 16-24,Total,640.0,9410.0,6.801275239107333
E14000759,Ilford North,Aged 16+,Total,3300.0,87782.0,3.759312843179695
E14000759,Ilford North,Aged 16-24,Total,500.0,11812.0,4.232983406705046
E14000760,Ilford South,Aged 16+,Total,6395.0,110447.0,5.790107472362309
E14000760,Ilford South,Aged 16-24,Total,910.0,16806.0,5.414732833511841
E14000761,Ipswich,Aged 16+,Total,3645.0,89576.0,4.069170313476824
E14000761,Ipswich,Aged 16-24,Total,595.0,11236.0,5.295478818084728
E14000762,Isle of Wight,Aged 16+,Total,3355.0,120425.0,2.785966369109404
E14000762,Isle of Wight,Aged 16-24,Total,655.0,11767.0,5.566414549162913
E14000763,Islington North,Aged 16+,Total,4595.0,99834.0,4.6026403830358396
E14000763,Islington North,Aged 16-24,Total,650.0,15154.0,4.2892965553649205
E14000764,Islington South and Finsbury,Aged 16+,Total,4675.0,109114.0,4.2845097787634945
E14000764,Islington South and Finsbury,Aged 16-24,Total,730.0,21845.0,3.3417257953765165
E14000765,Jarrow,Aged 16+,Total,2125.0,68557.0,3.0996105430517673
E14000765,Jarrow,Aged 16-24,Total,440.0,7568.0,5.813953488372093
E14000766,Keighley,Aged 16+,Total,2545.0,77852.0,3.2690232749319224
E14000766,Keighley,Aged 16-24,Total,505.0,9081.0,5.561061557097236
E14000767,Kenilworth and Southam,Aged 16+,Total,895.0,72519.0,1.2341593237634274
E14000767,Kenilworth and Southam,Aged 16-24,Total,135.0,9697.0,1.392183149427658
E14000768,Kensington,Aged 16+,Total,2720.0,94390.0,2.881661192922979
E14000768,Kensington,Aged 16-24,Total,385.0,11702.0,3.290035891300632
E14000769,Kettering,Aged 16+,Total,2205.0,81250.0,2.713846153846154
E14000769,Kettering,Aged 16-24,Total,415.0,9095.0,4.562946673996701
E14000770,Kingston and Surbiton,Aged 16+,Total,2545.0,104364.0,2.4385803533785597
E14000770,Kingston and Surbiton,Aged 16-24,Total,355.0,13669.0,2.5971175652937304
E14000771,Kingston upon Hull East,Aged 16+,Total,3190.0,70753.0,4.5086427430638985
E14000771,Kingston upon Hull East,Aged 16-24,Total,660.0,8961.0,7.365249414127888
E14000772,Kingston upon Hull North,Aged 16+,Total,3700.0,77690.0,4.762517698545501
E14000772,Kingston upon Hull North,Aged 16-24,Total,780.0,15148.0,5.149194613150251
E14000773,Kingston upon Hull West and Hessle,Aged 16+,Total,3795.0,71148.0,5.333951762523191
E14000773,Kingston upon Hull West and Hessle,Aged 16-24,Total,665.0,8911.0,7.462686567164178
E14000774,Kingswood,Aged 16+,Total,1065.0,74316.0,1.4330695947036978
E14000774,Kingswood,Aged 16-24,Total,230.0,8070.0,2.8500619578686495
E14000775,Knowsley,Aged 16+,Total,3425.0,86204.0,3.973133497285509
E14000775,Knowsley,Aged 16-24,Total,735.0,10979.0,6.694598779488113
E14000776,Lancaster and Fleetwood,Aged 16+,Total,1850.0,80378.0,2.3016248227126828
E14000776,Lancaster and Fleetwood,Aged 16-24,Total,385.0,19254.0,1.9995845019216787
E14000777,Leeds Central,Aged 16+,Total,7620.0,131185.0,5.808590921218127
E14000777,Leeds Central,Aged 16-24,Total,1435.0,41260.0,3.4779447406689283
E14000778,Leeds East,Aged 16+,Total,4840.0,77626.0,6.235024347512431
E14000778,Leeds East,Aged 16-24,Total,1005.0,11733.0,8.565584249552543
E14000779,Leeds North East,Aged 16+,Total,2585.0,74026.0,3.4920163185907653
E14000779,Leeds North East,Aged 16-24,Total,440.0,8957.0,4.912359048788657
E14000780,Leeds North West,Aged 16+,Total,1540.0,73585.0,2.0928178297207314
E14000780,Leeds North West,Aged 16-24,Total,345.0,22019.0,1.5668286479858307
E14000781,Leeds West,Aged 16+,Total,4050.0,77160.0,5.248833592534993
E14000781,Leeds West,Aged 16-24,Total,815.0,12448.0,6.547236503856041
E14000782,Leicester East,Aged 16+,Total,3600.0,89990.0,4.0004444938326476
E14000782,Leicester East,Aged 16-24,Total,550.0,13538.0,4.06263849903974
E14000783,Leicester South,Aged 16+,Total,4550.0,104078.0,4.37172120909318
E14000783,Leicester South,Aged 16-24,Total,885.0,29865.0,2.9633350075339027
E14000784,Leicester West,Aged 16+,Total,4440.0,84096.0,5.279680365296803
E14000784,Leicester West,Aged 16-24,Total,915.0,15955.0,5.734879348166719
E14000785,Leigh,Aged 16+,Total,2660.0,87345.0,3.045394699181407
E14000785,Leigh,Aged 16-24,Total,530.0,9816.0,5.399348003259983
E14000786,Lewes,Aged 16+,Total,1500.0,78473.0,1.911485479081977
E14000786,Lewes,Aged 16-24,Total,280.0,7692.0,3.6401456058242325
E14000787,Lewisham East,Aged 16+,Total,4760.0,87260.0,5.454962181984873
E14000787,Lewisham East,Aged 16-24,Total,725.0,10127.0,7.159079687962872
E14000788,Lewisham West and Penge,Aged 16+,Total,4625.0,91332.0,5.063942539307143
E14000788,Lewisham West and Penge,Aged 16-24,Total,675.0,9155.0,7.373020207536865
E14000789,"Lewisham, Deptford",Aged 16+,Total,5880.0,104671.0,5.61760181903297
E14000789,"Lewisham, Deptford",Aged 16-24,Total,900.0,14020.0,6.419400855920114
E14000790,Leyton and Wanstead,Aged 16+,Total,4435.0,87555.0,5.0653874707326825
E14000790,Leyton and Wanstead,Aged 16-24,Total,635.0,10600.0,5.990566037735849
E14000791,Lichfield,Aged 16+,Total,1400.0,80791.0,1.7328662846109097
E14000791,Lichfield,Aged 16-24,Total,230.0,8118.0,2.833210150283321
E14000792,Lincoln,Aged 16+,Total,2985.0,95041.0,3.1407497816731724
E14000792,Lincoln,Aged 16-24,Total,680.0,22751.0,2.988879609687486
E14000793,"Liverpool, Riverside",Aged 16+,Total,4905.0,124080.0,3.9530947775628626
E14000793,"Liverpool, Riverside",Aged 16-24,Total,860.0,40987.0,2.0982262668651037
E14000794,"Liverpool, Walton",Aged 16+,Total,4410.0,74325.0,5.933400605449042
E14000794,"Liverpool, Walton",Aged 16-24,Total,785.0,9261.0,8.476406435590109
E14000795,"Liverpool, Wavertree",Aged 16+,Total,4170.0,77291.0,5.395194783351231
E14000795,"Liverpool, Wavertree",Aged 16-24,Total,800.0,13293.0,6.018205070337772
E14000796,"Liverpool, West Derby",Aged 16+,Total,3505.0,73564.0,4.764558751563264
E14000796,"Liverpool, West Derby",Aged 16-24,Total,590.0,8703.0,6.779271515569343
E14000797,Loughborough,Aged 16+,Total,1680.0,94597.0,1.7759548400054967
E14000797,Loughborough,Aged 16-24,Total,340.0,21673.0,1.5687722050477553
E14000798,Louth and Horncastle,Aged 16+,Total,1625.0,86005.0,1.8894250334282892
E14000798,Louth and Horncastle,Aged 16-24,Total,290.0,7349.0,3.946115117703089
E14000799,Ludlow,Aged 16+,Total,1070.0,74279.0,1.4405148157621939
E14000799,Ludlow,Aged 16-24,Total,175.0,6250.0,2.8000000000000003
E14000800,Luton North,Aged 16+,Total,3305.0,74984.0,4.407606956150645
E14000800,Luton North,Aged 16-24,Total,605.0,9557.0,6.330438422098986
E14000801,Luton South,Aged 16+,Total,5550.0,91520.0,6.064248251748252
E14000801,Luton South,Aged 16-24,Total,915.0,13396.0,6.830397133472678
E14000802,Macclesfield,Aged 16+,Total,1355.0,77312.0,1.7526386589403975
E14000802,Macclesfield,Aged 16-24,Total,215.0,7034.0,3.056582314472562
E14000803,Maidenhead,Aged 16+,Total,1460.0,85525.0,1.7071031862028647
E14000803,Maidenhead,Aged 16-24,Total,235.0,8980.0,2.6169265033407574
E14000804,Maidstone and The Weald,Aged 16+,Total,2340.0,89603.0,2.611519703581353
E14000804,Maidstone and The Weald,Aged 16-24,Total,395.0,10562.0,3.7398220034084453
E14000805,Makerfield,Aged 16+,Total,1890.0,82270.0,2.2973137231068432
E14000805,Makerfield,Aged 16-24,Total,380.0,9648.0,3.9386401326699834
E14000806,Maldon,Aged 16+,Total,1245.0,77110.0,1.614576578913241
E14000806,Maldon,Aged 16-24,Total,185.0,7909.0,2.339107346061449
E14000807,Manchester Central,Aged 16+,Total,6945.0,143544.0,4.838237752884133
E14000807,Manchester Central,Aged 16-24,Total,1335.0,43097.0,3.097663410446203
E14000808,"Manchester, Gorton",Aged 16+,Total,6860.0,92707.0,7.399656983830778
E14000808,"Manchester, Gorton",Aged 16-24,Total,1105.0,23361.0,4.730105731775181
E14000809,"Manchester, Withington",Aged 16+,Total,2910.0,81461.0,3.5722615730226734
E14000809,"Manchester, Withington",Aged 16-24,Total,480.0,15136.0,3.171247357293869
E14000810,Mansfield,Aged 16+,Total,2750.0,88629.0,3.1028218754583716
E14000810,Mansfield,Aged 16-24,Total,540.0,9473.0,5.7004116964002955
E14000811,Meon Valley,Aged 16+,Total,1270.0,79930.0,1.58889027899412
E14000811,Meon Valley,Aged 16-24,Total,195.0,8442.0,2.3098791755508175
E14000812,Meriden,Aged 16+,Total,2590.0,90911.0,2.8489401722563827
E14000812,Meriden,Aged 16-24,Total,540.0,11135.0,4.84957341715312
E14000813,Mid Bedfordshire,Aged 16+,Total,1420.0,94245.0,1.5067112313650592
E14000813,Mid Bedfordshire,Aged 16-24,Total,230.0,10655.0,2.1586109807602063
E14000814,Mid Derbyshire,Aged 16+,Total,950.0,69524.0,1.366434612507911
E14000814,Mid Derbyshire,Aged 16-24,Total,180.0,7000.0,2.571428571428571
E14000815,Mid Dorset and North Poole,Aged 16+,Total,1030.0,68994.0,1.4928834391396353
E14000815,Mid Dorset and North Poole,Aged 16-24,Total,170.0,7130.0,2.3842917251051894
E14000816,Mid Norfolk,Aged 16+,Total,1405.0,90541.0,1.5517831700555549
E14000816,Mid Norfolk,Aged 16-24,Total,250.0,9414.0,2.655619290418526
E14000817,Mid Sussex,Aged 16+,Total,1330.0,92841.0,1.432556736786549
E14000817,Mid Sussex,Aged 16-24,Total,200.0,9105.0,2.196595277320154
E14000818,Mid Worcestershire,Aged 16+,Total,1825.0,88219.0,2.0687153561024267
E14000818,Mid Worcestershire,Aged 16-24,Total,320.0,8855.0,3.613777526821005
E14000819,Middlesbrough,Aged 16+,Total,4245.0,75544.0,5.6192417663878
E14000819,Middlesbrough,Aged 16-24,Total,815.0,13240.0,6.1555891238670695
E14000820,Middlesbrough South and East Cleveland,Aged 16+,Total,2000.0,77008.0,2.5971327654269687
E14000820,Middlesbrough South and East Cleveland,Aged 16-24,Total,455.0,8365.0,5.439330543933055
E14000821,Milton Keynes North,Aged 16+,Total,3685.0,103388.0,3.564243432506674
E14000821,Milton Keynes North,Aged 16-24,Total,565.0,11524.0,4.9028115237764665
E14000822,Milton Keynes South,Aged 16+,Total,3550.0,104056.0,3.4116245098792954
E14000822,Milton Keynes South,Aged 16-24,Total,555.0,12250.0,4.530612244897959
E14000823,Mitcham and Morden,Aged 16+,Total,4520.0,83832.0,5.391735852657696
E14000823,Mitcham and Morden,Aged 16-24,Total,610.0,10031.0,6.0811484398365065
E14000824,Mole Valley,Aged 16+,Total,1050.0,80463.0,1.304947615674285
E14000824,Mole Valley,Aged 16-24,Total,155.0,8563.0,1.8101132780567557
E14000825,Morecambe and Lunesdale,Aged 16+,Total,1940.0,73485.0,2.6399945567122542
E14000825,Morecambe and Lunesdale,Aged 16-24,Total,425.0,7675.0,5.537459283387622
E14000826,Morley and Outwood,Aged 16+,Total,1465.0,81673.0,1.7937384447736706
E14000826,Morley and Outwood,Aged 16-24,Total,270.0,9053.0,2.9824367612945983
E14000827,New Forest East,Aged 16+,Total,1125.0,77700.0,1.4478764478764479
E14000827,New Forest East,Aged 16-24,Total,210.0,7763.0,2.7051397655545535
E14000828,New Forest West,Aged 16+,Total,1000.0,73781.0,1.3553624916984048
E14000828,New Forest West,Aged 16-24,Total,135.0,6446.0,2.094322060192367
E14000829,Newark,Aged 16+,Total,1835.0,87464.0,2.0980060367694136
E14000829,Newark,Aged 16-24,Total,325.0,9202.0,3.531840904151271
E14000830,Newbury,Aged 16+,Total,1495.0,89734.0,1.6660351706153744
E14000830,Newbury,Aged 16-24,Total,225.0,10224.0,2.2007042253521125
E14000831,Newcastle upon Tyne Central,Aged 16+,Total,4155.0,87961.0,4.723684360114142
E14000831,Newcastle upon Tyne Central,Aged 16-24,Total,720.0,20772.0,3.466204506065858
E14000832,Newcastle upon Tyne East,Aged 16+,Total,2625.0,90232.0,2.9091674793864706
E14000832,Newcastle upon Tyne East,Aged 16-24,Total,485.0,29638.0,1.636412713408462
E14000833,Newcastle upon Tyne North,Aged 16+,Total,1805.0,75526.0,2.3899054630193577
E14000833,Newcastle upon Tyne North,Aged 16-24,Total,360.0,8933.0,4.030001119444755
E14000834,Newcastle-under-Lyme,Aged 16+,Total,1915.0,79139.0,2.419793022403619
E14000834,Newcastle-under-Lyme,Aged 16-24,Total,415.0,13424.0,3.0914779499404053
E14000835,Newton Abbot,Aged 16+,Total,1200.0,78549.0,1.5277088186991559
E14000835,Newton Abbot,Aged 16-24,Total,215.0,7297.0,2.9464163354803343
E14000836,"Normanton, Pontefract and Castleford",Aged 16+,Total,2715.0,93585.0,2.90110594646578
E14000836,"Normanton, Pontefract and Castleford",Aged 16-24,Total,620.0,10468.0,5.922812380588461
E14000837,North Cornwall,Aged 16+,Total,1595.0,78627.0,2.028565251122388
E14000837,North Cornwall,Aged 16-24,Total,260.0,7849.0,3.312523888393426
E14000838,North Devon,Aged 16+,Total,1635.0,81241.0,2.0125306187762337
E14000838,North Devon,Aged 16-24,Total,320.0,7927.0,4.03683612968336
E14000839,North Dorset,Aged 16+,Total,1130.0,82169.0,1.375214496951405
E14000839,North Dorset,Aged 16-24,Total,200.0,7874.0,2.54000508001016
E14000840,North Durham,Aged 16+,Total,1755.0,72840.0,2.4093904448105437
E14000840,North Durham,Aged 16-24,Total,380.0,7704.0,4.9325025960539985
E14000841,North East Bedfordshire,Aged 16+,Total,1745.0,95942.0,1.8188071960142587
E14000841,North East Bedfordshire,Aged 16-24,Total,265.0,10073.0,2.6307951950759456
E14000842,North East Cambridgeshire,Aged 16+,Total,2620.0,98736.0,2.653540755145033
E14000842,North East Cambridgeshire,Aged 16-24,Total,470.0,10579.0,4.4427639663484255
E14000843,North East Derbyshire,Aged 16+,Total,1575.0,77590.0,2.0299007604072687
E14000843,North East Derbyshire,Aged 16-24,Total,325.0,7959.0,4.08342756627717
E14000844,North East Hampshire,Aged 16+,Total,950.0,82698.0,1.1487581319983555
E14000844,North East Hampshire,Aged 16-24,Total,130.0,8390.0,1.5494636471990464
E14000845,North East Hertfordshire,Aged 16+,Total,1400.0,82082.0,1.7056114617090228
E14000845,North East Hertfordshire,Aged 16-24,Total,220.0,8470.0,2.5974025974025974
E14000846,North East Somerset,Aged 16+,Total,1060.0,78507.0,1.350198071509547
E14000846,North East Somerset,Aged 16-24,Total,140.0,9108.0,1.5371102327624067
E14000847,North Herefordshire,Aged 16+,Total,1195.0,77143.0,1.5490712054236937
E14000847,North Herefordshire,Aged 16-24,Total,190.0,7073.0,2.686271737593666
E14000848,North Norfolk,Aged 16+,Total,1275.0,76072.0,1.6760437480281838
E14000848,North Norfolk,Aged 16-24,Total,215.0,6264.0,3.4323116219667944
E14000849,North Shropshire,Aged 16+,Total,1585.0,92969.0,1.7048693650571698
E14000849,North Shropshire,Aged 16-24,Total,290.0,9791.0,2.961903789194158
E14000850,North Somerset,Aged 16+,Total,1030.0,84072.0,1.2251403558854315
E14000850,North Somerset,Aged 16-24,Total,175.0,7962.0,2.197940216026124
E14000851,North Swindon,Aged 16+,Total,2230.0,89919.0,2.480009786585705
E14000851,North Swindon,Aged 16-24,Total,375.0,10246.0,3.6599648643373026
E14000852,North Thanet,Aged 16+,Total,2715.0,81701.0,3.32309274060293
E14000852,North Thanet,Aged 16-24,Total,510.0,8697.0,5.864091065884788
E14000853,North Tyneside,Aged 16+,Total,2685.0,88407.0,3.037089823204045
E14000853,North Tyneside,Aged 16-24,Total,600.0,9625.0,6.233766233766234
E14000854,North Warwickshire,Aged 16+,Total,1655.0,76456.0,2.1646437166474835
E14000854,North Warwickshire,Aged 16-24,Total,355.0,8438.0,4.207158094335151
E14000855,North West Cambridgeshire,Aged 16+,Total,2855.0,106440.0,2.682262307403232
E14000855,North West Cambridgeshire,Aged 16-24,Total,510.0,11439.0,4.458431681091005
E14000856,North West Durham,Aged 16+,Total,1755.0,78267.0,2.2423243512591515
E14000856,North West Durham,Aged 16-24,Total,370.0,7827.0,4.727226268046506
E14000857,North West Hampshire,Aged 16+,Total,1460.0,88820.0,1.6437739247917134
E14000857,North West Hampshire,Aged 16-24,Total,245.0,9009.0,2.7195027195027195
E14000858,North West Leicestershire,Aged 16+,Total,1445.0,85817.0,1.6838155610193786
E14000858,North West Leicestershire,Aged 16-24,Total,275.0,9694.0,2.836806271920776
E14000859,North West Norfolk,Aged 16+,Total,1715.0,80461.0,2.131467418998024
E14000859,North West Norfolk,Aged 16-24,Total,340.0,7672.0,4.43169968717414
E14000860,North Wiltshire,Aged 16+,Total,1110.0,78345.0,1.4168102623013594
E14000860,North Wiltshire,Aged 16-24,Total,175.0,7682.0,2.2780525904712317
E14000861,Northampton North,Aged 16+,Total,2490.0,68405.0,3.6400847891236023
E14000861,Northampton North,Aged 16-24,Total,410.0,9150.0,4.480874316939891
E14000862,Northampton South,Aged 16+,Total,3425.0,80048.0,4.278682790325805
E14000862,Northampton South,Aged 16-24,Total,555.0,11686.0,4.749272633920931
E14000863,Norwich North,Aged 16+,Total,1920.0,74392.0,2.580922679858049
